wind direction,air density,humidity,turbulance intensity,above-hub height wind shear,below-hub height wind shear,relative power
190.0159,1.220080005,60.771035,0.017927831,0.15132989,0.236455605,5.651434109
189.3679,1.220207402,61.808298,0.043713399,0.131870842,0.277640464,5.984017429
189.4155,1.218542544,60.493916,0.031530118,0.081371289,0.230781563,5.551719229
189.8465,1.21802487,59.908534,0.012745822,0.146356488,0.224254095,5.187098639
188.7488,1.218905666,62.373645,0.061208212,0.342438922,0.263513386,3.611630483
188.35,1.21999447,65.39934,0.040057247,0.377555956,0.325748474,3.910479551
190.3593,1.219534149,64.492009,0.029731442,0.380061841,0.336096493,4.108099475
185.9805,1.217904931,63.177826,0.036694943,0.346465853,0.275465813,5.442042269
188.6125,1.21615494,60.034299,0.027832779,0.343123188,0.296645567,4.137174711
184.5366,1.21667817,61.752954,0.061321803,0.462640984,0.422502788,4.248123635
179.8648,1.217196382,62.962993,0.081785016,0.458773176,0.314972065,5.45403826
177.9682,1.215979521,60.345737,0.05222252,0.469013086,0.332645287,5.536204797
177.2568,1.21557609,58.360079,0.03731062,0.404166473,0.369510091,5.769092066
163.4733,1.215450629,60.771035,0.055753135,0.127501519,0.316121506,7.077899101
159.8125,1.21312876,57.964734,0.032193029,0.043056041,0.246349954,7.057367504
157.6909,1.212386875,56.464482,0.023984554,0.091691848,0.209313609,6.766613345
155.2742,1.213236389,56.714821,0.024913928,0.11196614,0.230258825,6.605666392
152.9989,1.213129943,56.838205,0.072197482,0.107872237,0.225420318,5.909260256
151.2844,1.213419168,57.218277,0.040076939,0.094154163,0.303584707,6.643295978
152.0844,1.213560024,57.517812,0.036297264,0.095406738,0.244299868,6.413074459
150.8522,1.214629846,58.619346,0.033143534,0.080477489,0.240258625,6.846483632
150.1212,1.214841257,58.525121,0.033801569,0.092031474,0.228671188,6.373061532
148.7296,1.215287762,58.344012,0.036517476,0.047885019,0.254282323,7.022322944
149.514,1.215970839,58.120452,0.030048818,0.155616519,0.244143804,6.268353319
150.1552,1.216831933,57.717369,0.03853292,0.226300579,0.260701492,7.172641831
150.8847,1.216512978,57.693368,0.034466003,0.221597149,0.279320259,6.896408485
147.2924,1.217470326,57.850673,0.073530896,0.136608955,0.266592619,5.510958681
144.1459,1.217000687,58.060346,0.092571794,0.149639746,0.106264779,6.459011361
149.5977,1.218459526,59.274751,0.036720376,0.252829576,0.23720288,6.649568996
154.5612,1.219122568,59.59075,0.03868131,0.262716239,0.248431003,6.694932871
156.4211,1.21890096,59.294984,0.031260554,0.25799839,0.230131693,6.934397495
155.9129,1.217533055,57.946683,0.033842011,0.193884314,0.248005035,6.749198991
154.3068,1.217894805,58.902415,0.03869338,0.218760703,0.260776656,6.687331913
152.9523,1.218517603,59.275147,0.03676358,0.193275756,0.242943116,6.538413611
151.9022,1.218743467,58.452121,0.032084635,0.218020413,0.268103205,6.586727891
148.9311,1.219616719,58.922451,0.030812585,0.264992089,0.290004532,5.516626612
146.245,1.221117407,60.727989,0.087577141,0.44981492,0.262772553,6.804296905
147.0206,1.221100149,60.537954,0.05981114,0.398042494,0.307890463,7.224328911
148.5017,1.220483485,60.409015,0.038915736,0.261040055,0.293139243,7.308300402
147.8264,1.220639153,60.468724,0.049743592,0.186633644,0.251001506,5.62647157
144.7639,1.220631273,60.055128,0.095555479,0.218284891,0.147432722,5.775472892
144.3874,1.220967996,59.779595,0.089958858,0.273208679,0.120923452,6.194742802
144.6689,1.221515764,60.916041,0.084215051,0.40376354,0.129926606,7.31147115
146.1373,1.22186673,61.444095,0.073474528,0.477164222,0.217848821,6.660045389
145.9114,1.221524138,61.122543,0.078398143,0.505383031,0.231931505,5.808998822
145.4308,1.220552127,60.032778,0.079959024,0.583873669,0.222166773,5.687433743
143.3455,1.220481711,60.203506,0.108855861,0.674353296,0.100025052,6.010408279
145.1336,1.220401235,60.006132,0.107199516,0.471060534,0.182112509,5.696926229
146.3707,1.220767907,60.138839,0.091872708,0.387779598,0.24625421,3.851961514
142.216,1.221282514,61.024151,0.104488435,0.42462157,0.056102374,4.036359576
136.3342,1.221865005,62.125486,0.194673815,0.45352529,0.124856843,3.078155682
134.6529,1.222017356,63.321841,0.189217009,0.404152494,0.052943885,3.653657291
132.3826,1.222262012,63.731666,0.182017003,0.488297292,0.029111637,3.728962016
137.0064,1.222591527,64.359698,0.16410886,0.296388438,0.048433367,3.376830236
135.4899,1.222675453,63.655692,0.152401112,0.442362627,0.015475906,4.40848324
134.6641,1.22280172,64.326571,0.169578959,0.535995917,0.031032523,4.896701282
132.5325,1.223136723,65.296189,0.196360306,0.566631754,0.018495427,4.620357871
137.2978,1.223017792,64.804239,0.19585098,0.443814301,0.064212126,3.296686944
138.8406,1.223452856,65.612981,0.144873157,0.287471946,0.009555615,3.16507163
136.77,1.224055251,66.545904,0.20155864,0.435812482,0.086598801,2.522286209
136.0792,1.225110705,66.467747,0.160213103,0.472410414,0.007622176,2.444321927
133.0339,1.226723794,70.884989,0.159969034,0.659741851,0.008223853,2.767064357
138.0149,1.226528737,69.697563,0.16852213,0.473156949,0.060382718,2.017344758
139.8461,1.226442404,69.528553,0.181106462,0.374222903,0.069103768,2.294742043
140.0986,1.226205253,69.567632,0.175506738,0.374121935,0.100816894,1.964952305
143.8447,1.226034133,70.184752,0.185740682,0.140086994,0.139707292,2.020338183
148.4806,1.226040785,68.696601,0.04353762,0.096325044,0.241680509,1.840699589
155.701,1.226292576,69.676338,0.050024136,0.285220326,0.249821068,1.62079777
158.6207,1.226789429,70.783226,0.026640812,0.234512637,0.34149047,1.463985276
159.5434,1.227052147,72.000012,0.07018077,0.155319724,0.35212589,1.32029783
169.9178,1.22782069,74.017209,0.074266322,0.311595964,0.248708646,0.698516039
182.8753,1.228820595,77.604879,0.066567435,0.291358216,0.183512113,0.913857943
187.458,1.23025958,79.754783,0.046295974,0.242629418,0.176074902,1.425107175
185.4888,1.230919677,81.109432,0.066082667,0.121149589,0.130969444,1.874731013
185.2414,1.232035591,82.523793,0.040138106,0.000600399,0.04555713,1.31449156
186.383,1.232779187,83.930614,0.027484701,0.009504503,0.014053226,1.022878195
195.2711,1.23387613,85.822245,0.069081724,0.035261153,0.017092164,1.276043846
200.5891,1.234389116,87.329237,0.048793921,0.061962214,0.057809515,1.324958942
203.9575,1.23457443,88.110211,0.054388213,0.09337163,0.058818312,0.737944437
208.2575,1.234737387,88.497623,0.052349932,0.177774385,0.084196087,0.330788153
272.476,1.239157121,96.229186,0.04600955,0.020639856,0.000792632,0.293124264
178.9788,1.239486848,80.6639,0.019909672,0.463046776,0.293530513,0.282124359
177.8139,1.239048015,80.592886,0.028791349,0.432670389,0.345901979,0.832497992
177.292,1.239190855,81.682122,0.039815726,0.43355991,0.303136784,0.756387356
168.6952,1.240973675,85.714333,0.052505113,0.47598765,0.206560632,0.826017034
164.5048,1.240585763,85.931743,0.044705296,0.378727132,0.179318896,0.898604881
170.622,1.239834558,80.688893,0.039892295,0.206903926,0.168628274,0.496944157
168.7839,1.239020868,76.177033,0.030551983,0.185063397,0.248046313,0.292474628
164.2027,1.23766396,68.490498,0.019818355,0.185125641,0.380717975,0.250453353
158.285,1.237960262,69.322649,0.040556609,0.311348397,0.471391855,0.435764997
157.8055,1.238126821,66.636954,0.031232598,0.162797455,0.410175242,0.546822857
149.422,1.23841513,74.835671,0.037090549,0.305143906,0.442303259,0.406801725
155.3308,1.238981554,78.6471,0.051772276,0.25196334,0.453771806,0.261213033
159.9316,1.239158169,80.557576,0.04796794,0.423698772,0.312528426,0.227771758
149.4191,1.239703462,81.854898,0.105525328,0.576424323,0.316111602,0.515186957
153.8019,1.239537887,80.645055,0.057401225,0.466979535,0.413030592,0.489538986
155.3321,1.239741348,81.209807,0.032777952,0.522275279,0.431795621,0.852820778
157.4518,1.238881847,78.469366,0.039828049,0.222038199,0.546656618,0.316734563
151.8097,1.238900969,78.601676,0.056200432,0.489167018,0.527472062,0.572406006
150.6724,1.23798135,75.78585,0.077400965,0.430554695,0.426597318,0.356186175
141.8456,1.240409887,77.37517,0.198083995,0.923474058,0.183731783,0.760590485
141.5631,1.240781534,78.044659,0.201280462,0.906598736,0.107228401,0.638617597
146.0604,1.243652974,81.095747,0.146260085,0.554204543,0.340919862,0.640700712
151.3336,1.243109127,80.124543,0.050738474,0.079343612,0.462921866,0.485067367
153.8886,1.243418528,80.786889,0.052935219,0.221505765,0.371788822,0.603112245
155.9466,1.244606177,82.392671,0.05180649,0.28700854,0.454755795,1.09224152
160.8801,1.244069064,81.828712,0.026502377,0.106621198,0.319066012,0.544134744
162.0885,1.244201323,82.892756,0.047297411,0.272673089,0.05128864,0.285712571
164.276,1.244445955,83.511661,0.071974569,0.097597823,0.026528259,0.374429005
27.06958,1.234205682,66.204117,0.157161924,0.609016421,0.040916349,3.158332943
29.96215,1.235291463,67.594076,0.177362731,0.341516738,0.17342806,3.684253268
30.68158,1.233814692,66.778985,0.147880766,0.043922542,0.1326146,3.088648879
30.82273,1.2330573,65.306505,0.126375368,0.195539621,0.141891406,3.080025083
30.64439,1.234039689,64.942302,0.137880139,0.135047117,0.15386721,3.276771118
31.65752,1.233235926,64.222229,0.103265632,0.102617026,0.075700442,2.954910672
31.40219,1.232965579,65.064895,0.077525011,0.110307306,0.023278062,2.723182467
32.76349,1.233348915,65.721886,0.048940068,0.072510683,0.039555833,2.245953357
38.87153,1.233371409,66.67385,0.073186188,0.128325595,0.061640007,2.093342985
42.19732,1.233714508,67.172743,0.071936171,0.276409792,0.027958212,2.072581279
47.41044,1.232863879,66.535986,0.08776224,0.259469823,0.135887839,1.667544676
77.82569,1.23332871,64.754249,0.089787935,0.379326968,0.130900273,1.104537725
79.79453,1.233818443,64.557866,0.071419286,0.240997868,0.286091258,1.919618684
79.56611,1.234055419,65.605444,0.058619837,0.112391915,0.26725592,1.502830958
78.78097,1.23436473,66.093428,0.04594521,0.121319479,0.223996155,0.999536995
79.49534,1.234583075,66.900386,0.04411746,0.235167984,0.110139485,1.596573656
78.92975,1.23466338,67.503422,0.046282096,0.249653692,0.136845261,1.194523461
80.6509,1.235746142,68.289948,0.06686096,0.26501533,0.175104696,0.989012564
83.87637,1.235602997,68.945751,0.051732257,0.221163297,0.18495969,1.324882311
86.07834,1.236076015,69.41469,0.062925075,0.119603553,0.131774281,1.863739927
87.77748,1.237417532,70.224822,0.088503656,0.181713949,0.116216055,2.427368135
90.50127,1.23774097,70.937755,0.11152803,0.471543193,0.156782877,2.702214218
91.96418,1.237955269,70.554312,0.104547923,0.364222776,0.255418632,2.279145883
92.02834,1.238415499,70.25676,0.070678973,0.283156333,0.256785083,3.111499641
91.40881,1.238736653,68.391712,0.071214326,0.259446498,0.289085196,2.624827915
92.20498,1.239211939,67.617881,0.109426692,0.158872031,0.284132124,2.410705729
96.10537,1.240107468,67.979503,0.159178637,0.277617259,0.153661194,3.080823746
97.76655,1.239840042,70.420215,0.174712877,0.223284872,0.007806397,2.589492532
106.3247,1.241530836,71.733406,0.185334365,0.99884644,0.0670464,3.835828428
108.3909,1.24208977,71.774865,0.192031209,1.084192325,0.17266015,3.3198907
111.6995,1.241642303,71.969463,0.169446797,1.025781517,0.089404991,3.189530754
112.7057,1.241362605,72.319779,0.175564181,1.001188903,0.058295871,2.830402726
131.262,1.242855649,70.928233,0.113161926,0.726803475,0.009032554,3.003923091
134.3713,1.243596322,70.192092,0.127240248,0.574625323,0.037366701,2.907420562
137.4413,1.243682134,68.705924,0.11665809,1.185958662,0.072125037,1.938302504
142.5149,1.243668285,69.465076,0.175555974,0.919884471,0.146994204,1.789211808
144.946,1.243440011,68.44408,0.126748509,0.495930074,0.289501713,1.294298759
148.043,1.243234019,67.034085,0.063673381,0.163757227,0.436307746,1.29727248
150.0033,1.243393376,65.947629,0.030335727,0.138839057,0.502296942,1.37049416
149.1368,1.24485317,66.687934,0.070359978,0.155554541,0.482714326,0.982043157
145.4761,1.245186408,68.832088,0.141701441,0.437652412,0.352664382,0.645898233
147.0375,1.245179491,68.346086,0.141357129,0.402629878,0.47177703,0.789052053
151.273,1.246161757,69.924693,0.151370874,0.456916864,0.563673684,0.250850666
155.127,1.252141146,81.599798,0.069758757,0.778036376,0.207999974,0.616094423
156.9848,1.250658507,76.994901,0.058304066,0.412271488,0.336828826,0.534797714
154.1911,1.251284357,76.192107,0.040514759,0.379280269,0.318545997,0.506656998
154.1127,1.250792972,75.472629,0.033861588,0.39460193,0.395080965,0.489579836
157.6806,1.250312709,74.779335,0.050620113,0.441346422,0.364636362,0.870553351
164.3817,1.249904654,74.438542,0.039747687,0.285941707,0.360967328,0.951488275
172.2005,1.249536641,74.101911,0.043364312,0.224890119,0.408859094,1.086116021
180.4594,1.248673285,72.515568,0.059154051,0.134056528,0.420903445,0.922247925
176.6042,1.248185661,72.657996,0.045445431,0.107628359,0.47044902,0.537806505
168.1548,1.247810186,73.009503,0.029289332,0.267518269,0.452653847,0.561933593
166.0777,1.247052321,72.509816,0.025751004,0.227490558,0.545975911,0.540016166
165.0837,1.246419427,71.380312,0.026290007,0.272908748,0.485378631,0.614001308
46.39679,1.232985866,55.903895,0.071317265,0.151029569,0.001401174,1.868406145
71.11569,1.231386391,53.254502,0.074669454,0.185033009,0.052621147,1.883050941
77.49673,1.231589586,49.502385,0.067226761,0.180273182,0.205475778,1.313442624
81.90145,1.230493737,45.668738,0.042318018,0.112646004,0.463148305,1.172332155
80.28989,1.229962966,42.717629,0.047787972,0.069444283,0.346876194,1.575791511
78.73486,1.229747321,41.912854,0.052854621,0.047546243,0.204569541,2.137703101
78.60938,1.233491717,56.998883,0.053021153,0.089722843,0.159690791,2.826044958
78.28042,1.233910899,57.349002,0.062410549,0.075218975,0.099577119,2.148030923
75.50726,1.235134468,59.057737,0.052853309,0.156207975,0.106852874,2.56990797
75.23945,1.235126901,60.21402,0.06707697,0.131624411,0.120495535,3.30431367
75.67222,1.235724055,60.450077,0.08401448,0.217627499,0.140302438,3.125187353
77.45094,1.236259099,60.227112,0.058496354,0.184268604,0.157185947,1.974966783
79.28803,1.237472226,60.895412,0.067894995,0.220853619,0.1480847,1.736398145
80.78259,1.237791401,62.098113,0.057811425,0.210860087,0.155346552,1.937137146
81.47627,1.238578231,62.740425,0.059017205,0.169536149,0.134570241,1.657399994
78.83248,1.239183675,63.611853,0.055026473,0.241315393,0.123955692,2.074211106
79.20511,1.239494332,62.924312,0.054945154,0.279073528,0.158024779,1.845716462
79.82704,1.24046721,62.074705,0.057161075,0.380708243,0.169101802,1.902478342
79.02372,1.240662836,61.784692,0.067218147,0.38759326,0.162563514,2.147143567
77.14537,1.241028419,61.913829,0.049233771,0.286627048,0.163554635,1.461587414
80.35122,1.241049614,61.599814,0.068401884,0.470140969,0.204884177,1.419413162
83.51868,1.241187668,60.450275,0.036483725,0.241123243,0.21871738,1.546710569
85.87782,1.241543005,58.497151,0.0487738,0.156610657,0.140647569,2.009942428
87.55107,1.241329713,58.547735,0.072319928,0.25075342,0.080065535,2.592228403
87.94499,1.241307429,58.210312,0.068149039,0.255747229,0.081932859,2.224827595
87.7591,1.242141205,58.897259,0.064005757,0.266685084,0.071019462,1.744998447
83.92834,1.243509932,64.399568,0.046538416,0.006417372,0.209733102,1.096711475
87.85095,1.243912383,63.204803,0.062173,0.123216133,0.087088353,1.675714243
86.68147,1.243369911,61.446079,0.062774551,0.024757916,0.128362857,1.236144835
66.54744,1.249379657,70.734429,0.064529257,0.002248618,0.014825493,1.356183745
78.49414,1.249602089,72.682197,0.034047905,0.105590878,0.065854314,0.432844304
78.38022,1.248923381,70.555105,0.056876059,0.06399316,0.043837432,1.722941123
75.58191,1.251576825,74.37308,0.079469883,0.056717874,0.037622074,1.112207502
75.94759,1.251587531,73.3622,0.066638817,0.080701964,0.026939847,2.527435519
81.8706,1.25108086,73.022596,0.187600099,0.011020105,0.065847858,2.685958489
87.19343,1.25255337,77.177596,0.074044075,0.218563292,0.123839458,2.023721872
92.07399,1.252425693,77.36684,0.090949623,0.282411314,0.082877814,1.76243811
90.56864,1.252095138,75.864802,0.083605344,0.234486173,0.127916587,1.045322459
90.7318,1.251162134,78.142453,0.072534433,0.228635918,0.082399591,0.896710461
90.22677,1.250968702,79.437596,0.072063703,0.13814047,0.115511865,0.53050729
84.57997,1.251236104,80.172743,0.090488689,0.090510676,0.179973774,0.285752756
79.39706,1.253881171,82.419053,0.066918387,0.052922131,0.031953922,0.353590357
79.03684,1.253338118,80.678382,0.056263579,0.23366391,0.135359995,0.786280116
95.47081,1.252889536,80.645057,0.16417095,0.435458472,0.244228174,0.517084616
229.0384,1.247470793,67.39908,0.016741172,0.237358979,0.226783958,0.556654399
221.5574,1.247017639,75.654731,0.029341213,0.280978372,0.10817338,0.944261183
214.5465,1.24765303,76.46982,0.063235663,0.276407048,0.047882011,2.702204638
219.3491,1.250575721,77.990111,0.11474824,0.243298136,0.184813647,2.7922464
231.3359,1.255676919,85.757775,0.058842526,0.057809822,0.128864743,1.288790787
226.9141,1.256930741,88.282393,0.063845646,0.157983287,0.176417447,1.890928829
226.2705,1.257481712,89.926463,0.055857799,0.171126131,0.168825526,1.637430223
223.1519,1.258128782,91.422349,0.041468168,0.299936653,0.226299083,2.297191111
227.1026,1.259095701,92.94819,0.043510044,0.309317207,0.195250893,2.750609091
228.9314,1.259525657,93.924357,0.052550682,0.148334338,0.160922708,1.917277755
221.3752,1.259648196,94.94218,0.06385814,0.350715665,0.176838093,2.373321109
221.6148,1.260712212,95.693198,0.04148926,0.353173075,0.186112178,1.717581488
218.2861,1.260716418,96.178602,0.046152673,0.447385221,0.189869374,2.646461286
222.3947,1.260768827,96.467029,0.042268643,0.358104051,0.204587161,2.204178736
222.3717,1.260817311,96.618781,0.037375731,0.376023275,0.240242825,2.393774792
222.1585,1.260247567,96.450367,0.03397612,0.353275947,0.200721612,2.733738793
219.9587,1.260047542,96.150389,0.031356669,0.341519917,0.198464599,2.476818274
222.3093,1.259975105,95.537083,0.03849389,0.381203251,0.217494853,2.613676569
222.5575,1.259934792,95.016568,0.031478975,0.344232916,0.193706507,2.786132084
220.383,1.260390223,94.721198,0.041205151,0.315187852,0.188305745,2.839048822
218.7422,1.260365999,94.245514,0.049354188,0.38101125,0.19400765,2.717985084
222.1577,1.259921976,94.232818,0.040375622,0.340546668,0.193227842,2.652422974
228.278,1.259890245,94.229844,0.03938415,0.343805168,0.174193186,2.706239385
228.442,1.25979672,94.049922,0.035596392,0.303978886,0.195660398,2.817954879
228.6218,1.25976626,93.517308,0.040999601,0.340960845,0.158314544,2.650039085
227.0879,1.259867579,93.158065,0.047863978,0.339618417,0.175408464,2.669067649
228.8449,1.259860303,92.902367,0.058811405,0.356444052,0.198035445,2.522216365
228.6423,1.2597309,92.219391,0.046186356,0.360214135,0.214075339,2.507530129
230.6893,1.259036124,90.180174,0.035847682,0.113412981,0.20837009,2.145230575
253.3245,1.258353194,89.125851,0.024818484,0.146569765,0.060941707,1.510876306
254.9556,1.258471246,87.045376,0.023756135,0.202557002,0.052069548,0.947302455
255.94,1.258120247,86.285232,0.033724091,0.260044468,0.099665097,1.633575964
261.2302,1.257608655,85.593724,0.055034275,0.285656733,0.124540127,1.787530672
267.9953,1.256635545,83.001858,0.032019507,0.326409658,0.232913536,1.343428912
273.7801,1.256296648,81.621621,0.064633853,0.160244809,0.314983327,1.497012655
277.5987,1.256322828,81.222503,0.088314019,0.148282819,0.279730897,1.647375086
282.3855,1.256507101,81.499424,0.059036615,0.139296423,0.287323733,1.114789168
294.8659,1.253240051,68.692237,0.037501005,0.116272216,0.063816711,1.419242758
292.4086,1.252102078,67.799783,0.038239651,0.127684022,0.053526718,1.41726002
294.5717,1.252214885,67.417728,0.024559561,0.11829381,0.086228482,1.921819288
294.4556,1.253677009,68.332399,0.024778586,0.107660931,0.118134001,2.298076052
292.5644,1.253460767,69.531529,0.042499761,0.056026899,0.164731738,1.530447525
289.2252,1.253562351,70.449573,0.034070568,0.121488925,0.257668543,1.623693883
289.5831,1.254488684,70.243071,0.018515205,0.043963824,0.230363339,1.895582878
278.5025,1.25565698,71.831201,0.028010626,0.050993932,0.233683926,1.807919828
270.9409,1.25630187,73.328875,0.032131198,0.113530413,0.264830543,0.945074247
271.6501,1.256330002,73.786308,0.058920422,0.176957159,0.189534228,0.220261537
269.4301,1.257569588,78.334078,0.10362175,0.242838527,0.178243878,0.635085488
262.9008,1.258033105,78.636587,0.030218911,0.209263867,0.023797294,0.497700159
269.4477,1.258297445,79.753988,0.053873652,0.192099106,0.056895093,0.349430187
223.3054,1.264117976,99.599448,0.06691607,0.624493386,0.163894861,0.606473556
222.606,1.26311446,99.600043,0.044667576,0.689825248,0.266450677,0.261351449
