,Method,Metric,Train,Test,Threshold,Rep
46,sse,dss,109.46,82.77,0.3,2
47,sse,is1,774.03,804.98,0.3,2
48,crps,sse,195.83,215.18,0.5,2
49,crps,crps,103.52,102.83,0.5,2
50,crps,dss,109.46,82.77,0.5,2
51,crps,is1,774.03,804.98,0.5,2
52,dss,sse,195.83,215.18,0.5,2
53,dss,crps,103.52,102.83,0.5,2
54,dss,dss,109.46,82.77,0.5,2
55,dss,is1,774.03,804.98,0.5,2
56,is1,sse,291.77,228.54,0.5,2
57,is1,crps,125.68,103.73,0.5,2
58,is1,dss,285.85,226.5,0.5,2
59,is1,is1,775.09,774.37,0.5,2
60,sse,sse,195.83,215.18,0.5,2
61,sse,crps,103.52,102.83,0.5,2
62,sse,dss,109.46,82.77,0.5,2
63,sse,is1,774.03,804.98,0.5,2
64,crps,sse,195.83,215.18,0.8,2
65,crps,crps,103.52,102.83,0.8,2
66,crps,dss,109.46,82.77,0.8,2
67,crps,is1,774.03,804.98,0.8,2
68,dss,sse,195.83,215.18,0.8,2
69,dss,crps,103.52,102.83,0.8,2
70,dss,dss,109.46,82.77,0.8,2
71,dss,is1,774.03,804.98,0.8,2
72,is1,sse,291.77,228.54,0.8,2
73,is1,crps,125.68,103.73,0.8,2
74,is1,dss,285.85,226.5,0.8,2
75,is1,is1,775.09,774.37,0.8,2
76,sse,sse,195.83,215.18,0.8,2
77,sse,crps,103.52,102.83,0.8,2
78,sse,dss,109.46,82.77,0.8,2
79,sse,is1,774.03,804.98,0.8,2
0,crps,sse,70.42,80.81,0.0,3
1,crps,crps,51.89,54.17,0.0,3
2,crps,dss,-111.66,-140.98,0.0,3
3,crps,is1,669.79,651.49,0.0,3
4,dss,sse,118.96,107.95,0.0,3
5,dss,crps,64.12,63.98,0.0,3
6,dss,dss,-74.59,-84.55,0.0,3
7,dss,is1,697.3,682.04,0.0,3
8,is1,sse,69.14,83.08,0.0,3
9,is1,crps,51.63,54.81,0.0,3
10,is1,dss,-104.87,-134.01,0.0,3
11,is1,is1,670.13,651.45,0.0,3
12,sse,sse,70.46,80.8,0.0,3
13,sse,crps,51.97,54.18,0.0,3
14,sse,dss,-111.24,-141.08,0.0,3
15,sse,is1,669.93,651.67,0.0,3
16,crps,sse,69.96,82.91,0.1,3
17,crps,crps,50.53,56.53,0.1,3
18,crps,dss,-129.34,-117.59,0.1,3
19,crps,is1,664.35,664.9,0.1,3
20,dss,sse,118.77,108.14,0.1,3
21,dss,crps,63.38,64.43,0.1,3
22,dss,dss,-84.76,-82.12,0.1,3
23,dss,is1,693.99,683.95,0.1,3
24,is1,sse,61.84,97.66,0.1,3
25,is1,crps,49.02,60.13,0.1,3
26,is1,dss,-41.86,0.72,0.1,3
27,is1,is1,663.75,664.99,0.1,3
28,sse,sse,69.96,82.91,0.1,3
29,sse,crps,50.53,56.53,0.1,3
30,sse,dss,-129.34,-117.59,0.1,3
31,sse,is1,664.35,664.9,0.1,3
32,crps,sse,200.82,208.58,0.3,3
33,crps,crps,102.0,103.5,0.3,3
34,crps,dss,198.27,208.23,0.3,3
35,crps,is1,774.45,758.31,0.3,3
36,dss,sse,306.35,222.26,0.3,3
37,dss,crps,126.21,107.23,0.3,3
38,dss,dss,175.37,119.19,0.3,3
39,dss,is1,869.91,798.59,0.3,3
40,is1,sse,200.82,208.58,0.3,3
41,is1,crps,102.0,103.5,0.3,3
42,is1,dss,198.27,208.23,0.3,3
43,is1,is1,774.45,758.31,0.3,3
44,sse,sse,200.82,208.58,0.3,3
45,sse,crps,102.0,103.5,0.3,3
46,sse,dss,198.27,208.23,0.3,3
47,sse,is1,774.45,758.31,0.3,3
48,crps,sse,200.82,208.58,0.5,3
49,crps,crps,102.0,103.5,0.5,3
50,crps,dss,198.27,208.23,0.5,3
51,crps,is1,774.45,758.31,0.5,3
52,dss,sse,306.35,222.26,0.5,3
53,dss,crps,126.21,107.23,0.5,3
54,dss,dss,175.37,119.19,0.5,3
55,dss,is1,869.91,798.59,0.5,3
56,is1,sse,200.82,208.58,0.5,3
57,is1,crps,102.0,103.5,0.5,3
58,is1,dss,198.27,208.23,0.5,3
59,is1,is1,774.45,758.31,0.5,3
60,sse,sse,200.82,208.58,0.5,3
61,sse,crps,102.0,103.5,0.5,3
62,sse,dss,198.27,208.23,0.5,3
63,sse,is1,774.45,758.31,0.5,3
64,crps,sse,200.82,208.58,0.8,3
65,crps,crps,102.0,103.5,0.8,3
66,crps,dss,198.27,208.23,0.8,3
67,crps,is1,774.45,758.31,0.8,3
68,dss,sse,306.35,222.26,0.8,3
69,dss,crps,126.21,107.23,0.8,3
70,dss,dss,175.37,119.19,0.8,3
71,dss,is1,869.91,798.59,0.8,3
72,is1,sse,200.82,208.58,0.8,3
73,is1,crps,102.0,103.5,0.8,3
74,is1,dss,198.27,208.23,0.8,3
75,is1,is1,774.45,758.31,0.8,3
76,sse,sse,200.82,208.58,0.8,3
77,sse,crps,102.0,103.5,0.8,3
78,sse,dss,198.27,208.23,0.8,3
79,sse,is1,774.45,758.31,0.8,3
0,crps,sse,68.85,51.06,0.0,4
1,crps,crps,55.7,47.65,0.0,4
2,crps,dss,-65.8,-145.08,0.0,4
3,crps,is1,676.49,664.94,0.0,4
4,dss,sse,95.6,71.53,0.0,4
5,dss,crps,61.44,52.99,0.0,4
6,dss,dss,-71.88,-124.53,0.0,4
7,dss,is1,673.85,668.13,0.0,4
8,is1,sse,59.26,52.13,0.0,4
9,is1,crps,50.86,48.77,0.0,4
10,is1,dss,-78.28,-114.0,0.0,4
11,is1,is1,654.2,654.75,0.0,4
12,sse,sse,69.39,49.81,0.0,4
13,sse,crps,55.91,47.76,0.0,4
14,sse,dss,-72.47,-150.84,0.0,4
15,sse,is1,676.71,665.96,0.0,4
16,crps,sse,67.59,52.53,0.1,4
17,crps,crps,53.65,49.81,0.1,4
18,crps,dss,-30.65,-82.75,0.1,4
19,crps,is1,677.25,667.26,0.1,4
20,dss,sse,94.46,71.93,0.1,4
21,dss,crps,60.29,53.68,0.1,4
22,dss,dss,-77.33,-121.54,0.1,4
23,dss,is1,672.93,668.93,0.1,4
24,is1,sse,61.62,54.05,0.1,4
25,is1,crps,50.89,50.71,0.1,4
26,is1,dss,-29.2,-64.34,0.1,4
27,is1,is1,660.84,661.31,0.1,4
28,sse,sse,67.59,52.53,0.1,4
29,sse,crps,53.65,49.81,0.1,4
30,sse,dss,-30.65,-82.75,0.1,4
31,sse,is1,677.25,667.26,0.1,4
32,crps,sse,180.31,174.23,0.3,4
33,crps,crps,97.16,96.03,0.3,4
34,crps,dss,150.66,127.87,0.3,4
35,crps,is1,754.78,768.48,0.3,4
36,dss,sse,94.46,71.93,0.3,4
37,dss,crps,60.29,53.68,0.3,4
38,dss,dss,-77.33,-121.54,0.3,4
39,dss,is1,672.93,668.93,0.3,4
40,is1,sse,61.62,54.05,0.3,4
41,is1,crps,50.89,50.71,0.3,4
42,is1,dss,-29.2,-64.34,0.3,4
43,is1,is1,660.84,661.31,0.3,4
44,sse,sse,180.31,174.23,0.3,4
45,sse,crps,97.16,96.03,0.3,4
46,sse,dss,150.66,127.87,0.3,4
47,sse,is1,754.78,768.48,0.3,4
48,crps,sse,180.31,174.23,0.5,4
49,crps,crps,97.16,96.03,0.5,4
50,crps,dss,150.66,127.87,0.5,4
51,crps,is1,754.78,768.48,0.5,4
52,dss,sse,305.65,245.67,0.5,4
53,dss,crps,127.08,112.18,0.5,4
54,dss,dss,186.44,126.77,0.5,4
55,dss,is1,859.94,828.17,0.5,4
56,is1,sse,180.31,174.23,0.5,4
57,is1,crps,97.16,96.03,0.5,4
58,is1,dss,150.66,127.87,0.5,4
59,is1,is1,754.78,768.48,0.5,4
60,sse,sse,180.31,174.23,0.5,4
61,sse,crps,97.16,96.03,0.5,4
62,sse,dss,150.66,127.87,0.5,4
63,sse,is1,754.78,768.48,0.5,4
64,crps,sse,180.31,174.23,0.8,4
65,crps,crps,97.16,96.03,0.8,4
66,crps,dss,150.66,127.87,0.8,4
67,crps,is1,754.78,768.48,0.8,4
68,dss,sse,305.65,245.67,0.8,4
69,dss,crps,127.08,112.18,0.8,4
70,dss,dss,186.44,126.77,0.8,4
71,dss,is1,859.94,828.17,0.8,4
72,is1,sse,180.31,174.23,0.8,4
73,is1,crps,97.16,96.03,0.8,4
74,is1,dss,150.66,127.87,0.8,4
75,is1,is1,754.78,768.48,0.8,4
76,sse,sse,180.31,174.23,0.8,4
77,sse,crps,97.16,96.03,0.8,4
78,sse,dss,150.66,127.87,0.8,4
79,sse,is1,754.78,768.48,0.8,4
0,crps,sse,91.55,64.86,0.0,5
1,crps,crps,62.63,50.98,0.0,5
2,crps,dss,-14.03,-118.9,0.0,5
3,crps,is1,684.58,642.77,0.0,5
4,dss,sse,79.64,74.86,0.0,5
5,dss,crps,56.76,51.81,0.0,5
6,dss,dss,-93.4,-157.86,0.0,5
7,dss,is1,686.98,656.88,0.0,5
8,is1,sse,99.66,68.92,0.0,5
9,is1,crps,64.77,52.56,0.0,5
10,is1,dss,23.68,-89.63,0.0,5
11,is1,is1,687.2,641.57,0.0,5
12,sse,sse,89.38,65.15,0.0,5
13,sse,crps,61.22,51.64,0.0,5
14,sse,dss,-50.63,-114.95,0.0,5
15,sse,is1,680.21,646.67,0.0,5
16,crps,sse,103.47,73.12,0.1,5
17,crps,crps,64.85,55.08,0.1,5
18,crps,dss,83.69,-10.51,0.1,5
19,crps,is1,688.54,651.77,0.1,5
20,dss,sse,79.21,76.41,0.1,5
21,dss,crps,55.29,53.81,0.1,5
22,dss,dss,-107.69,-142.86,0.1,5
23,dss,is1,687.55,661.83,0.1,5
24,is1,sse,103.47,73.12,0.1,5
25,is1,crps,64.85,55.08,0.1,5
26,is1,dss,83.69,-10.51,0.1,5
27,is1,is1,688.54,651.77,0.1,5
28,sse,sse,103.47,73.12,0.1,5
29,sse,crps,64.85,55.08,0.1,5
30,sse,dss,83.69,-10.51,0.1,5
31,sse,is1,688.54,651.77,0.1,5
32,crps,sse,198.5,193.62,0.3,5
33,crps,crps,101.13,100.8,0.3,5
34,crps,dss,190.24,183.4,0.3,5
35,crps,is1,768.81,760.88,0.3,5
36,dss,sse,79.21,76.41,0.3,5
37,dss,crps,55.29,53.81,0.3,5
38,dss,dss,-107.69,-142.86,0.3,5
39,dss,is1,687.55,661.83,0.3,5
40,is1,sse,198.5,193.62,0.3,5
41,is1,crps,101.13,100.8,0.3,5
42,is1,dss,190.24,183.4,0.3,5
43,is1,is1,768.81,760.88,0.3,5
44,sse,sse,198.5,193.62,0.3,5
45,sse,crps,101.13,100.8,0.3,5
46,sse,dss,190.24,183.4,0.3,5
47,sse,is1,768.81,760.88,0.3,5
48,crps,sse,198.5,193.62,0.5,5
49,crps,crps,101.13,100.8,0.5,5
50,crps,dss,190.24,183.4,0.5,5
51,crps,is1,768.81,760.88,0.5,5
52,dss,sse,215.91,236.39,0.5,5
53,dss,crps,105.42,110.34,0.5,5
54,dss,dss,102.6,124.41,0.5,5
55,dss,is1,801.7,807.95,0.5,5
56,is1,sse,198.5,193.62,0.5,5
57,is1,crps,101.13,100.8,0.5,5
58,is1,dss,190.24,183.4,0.5,5
59,is1,is1,768.81,760.88,0.5,5
60,sse,sse,198.5,193.62,0.5,5
61,sse,crps,101.13,100.8,0.5,5
62,sse,dss,190.24,183.4,0.5,5
63,sse,is1,768.81,760.88,0.5,5
64,crps,sse,198.5,193.62,0.8,5
65,crps,crps,101.13,100.8,0.8,5
66,crps,dss,190.24,183.4,0.8,5
67,crps,is1,768.81,760.88,0.8,5
68,dss,sse,215.91,236.39,0.8,5
69,dss,crps,105.42,110.34,0.8,5
70,dss,dss,102.6,124.41,0.8,5
71,dss,is1,801.7,807.95,0.8,5
72,is1,sse,198.5,193.62,0.8,5
73,is1,crps,101.13,100.8,0.8,5
74,is1,dss,190.24,183.4,0.8,5
75,is1,is1,768.81,760.88,0.8,5
76,sse,sse,198.5,193.62,0.8,5
77,sse,crps,101.13,100.8,0.8,5
78,sse,dss,190.24,183.4,0.8,5
79,sse,is1,768.81,760.88,0.8,5
0,crps,sse,72.76,70.43,0.0,6
1,crps,crps,59.61,49.77,0.0,6
2,crps,dss,10.62,-147.78,0.0,6
3,crps,is1,683.51,657.92,0.0,6
4,dss,sse,62.33,68.63,0.0,6
5,dss,crps,54.58,49.99,0.0,6
6,dss,dss,-64.45,-171.45,0.0,6
7,dss,is1,672.26,658.64,0.0,6
8,is1,sse,71.52,74.0,0.0,6
9,is1,crps,58.73,51.08,0.0,6
10,is1,dss,11.82,-126.91,0.0,6
11,is1,is1,684.23,655.66,0.0,6
12,sse,sse,69.75,69.37,0.0,6
13,sse,crps,57.6,50.07,0.0,6
14,sse,dss,-31.9,-159.98,0.0,6
15,sse,is1,676.78,658.21,0.0,6
16,crps,sse,69.49,80.5,0.1,6
17,crps,crps,56.78,54.41,0.1,6
18,crps,dss,34.42,-7.93,0.1,6
19,crps,is1,675.37,663.27,0.1,6
20,dss,sse,62.4,68.72,0.1,6
21,dss,crps,54.6,50.18,0.1,6
22,dss,dss,-63.72,-170.55,0.1,6
23,dss,is1,672.0,658.98,0.1,6
24,is1,sse,69.49,80.5,0.1,6
25,is1,crps,56.78,54.41,0.1,6
26,is1,dss,34.42,-7.93,0.1,6
27,is1,is1,675.37,663.27,0.1,6
28,sse,sse,69.49,80.5,0.1,6
29,sse,crps,56.78,54.41,0.1,6
30,sse,dss,34.42,-7.93,0.1,6
31,sse,is1,675.37,663.27,0.1,6
32,crps,sse,172.43,208.76,0.3,6
33,crps,crps,95.99,103.42,0.3,6
34,crps,dss,157.14,204.01,0.3,6
35,crps,is1,755.36,772.2,0.3,6
36,dss,sse,226.88,237.43,0.3,6
37,dss,crps,107.79,110.72,0.3,6
38,dss,dss,112.76,124.41,0.3,6
39,dss,is1,799.56,818.72,0.3,6
40,is1,sse,69.49,80.5,0.3,6
41,is1,crps,56.78,54.41,0.3,6
42,is1,dss,34.42,-7.93,0.3,6
43,is1,is1,675.37,663.27,0.3,6
44,sse,sse,172.43,208.76,0.3,6
45,sse,crps,95.99,103.42,0.3,6
46,sse,dss,157.14,204.01,0.3,6
47,sse,is1,755.36,772.2,0.3,6
48,crps,sse,172.43,208.76,0.5,6
49,crps,crps,95.99,103.42,0.5,6
50,crps,dss,157.14,204.01,0.5,6
51,crps,is1,755.36,772.2,0.5,6
52,dss,sse,226.88,237.43,0.5,6
53,dss,crps,107.79,110.72,0.5,6
54,dss,dss,112.76,124.41,0.5,6
55,dss,is1,799.56,818.72,0.5,6
56,is1,sse,172.43,208.76,0.5,6
57,is1,crps,95.99,103.42,0.5,6
58,is1,dss,157.14,204.01,0.5,6
59,is1,is1,755.36,772.2,0.5,6
60,sse,sse,172.43,208.76,0.5,6
61,sse,crps,95.99,103.42,0.5,6
62,sse,dss,157.14,204.01,0.5,6
63,sse,is1,755.36,772.2,0.5,6
64,crps,sse,172.43,208.76,0.8,6
65,crps,crps,95.99,103.42,0.8,6
66,crps,dss,157.14,204.01,0.8,6
67,crps,is1,755.36,772.2,0.8,6
68,dss,sse,226.88,237.43,0.8,6
69,dss,crps,107.79,110.72,0.8,6
70,dss,dss,112.76,124.41,0.8,6
71,dss,is1,799.56,818.72,0.8,6
72,is1,sse,172.43,208.76,0.8,6
73,is1,crps,95.99,103.42,0.8,6
74,is1,dss,157.14,204.01,0.8,6
75,is1,is1,755.36,772.2,0.8,6
76,sse,sse,172.43,208.76,0.8,6
77,sse,crps,95.99,103.42,0.8,6
78,sse,dss,157.14,204.01,0.8,6
79,sse,is1,755.36,772.2,0.8,6
0,crps,sse,88.88,72.42,0.0,7
1,crps,crps,62.36,49.09,0.0,7
2,crps,dss,-12.78,-155.55,0.0,7
3,crps,is1,672.72,658.15,0.0,7
4,dss,sse,117.52,95.93,0.0,7
5,dss,crps,72.49,58.25,0.0,7
6,dss,dss,-33.01,-117.3,0.0,7
7,dss,is1,712.37,693.01,0.0,7
8,is1,sse,88.9,72.67,0.0,7
9,is1,crps,61.89,49.6,0.0,7
10,is1,dss,-18.53,-155.99,0.0,7
11,is1,is1,671.76,657.97,0.0,7
12,sse,sse,83.87,78.37,0.0,7
13,sse,crps,60.53,50.92,0.0,7
14,sse,dss,-50.34,-158.85,0.0,7
15,sse,is1,671.18,664.55,0.0,7
16,crps,sse,88.99,73.4,0.1,7
17,crps,crps,61.78,50.4,0.1,7
18,crps,dss,-27.96,-139.1,0.1,7
19,crps,is1,675.93,663.2,0.1,7
20,dss,sse,116.69,96.33,0.1,7
21,dss,crps,71.58,59.05,0.1,7
22,dss,dss,-29.85,-111.9,0.1,7
23,dss,is1,710.89,694.3,0.1,7
24,is1,sse,81.56,92.39,0.1,7
25,is1,crps,60.73,54.67,0.1,7
26,is1,dss,65.31,-11.29,0.1,7
27,is1,is1,673.94,663.46,0.1,7
28,sse,sse,85.89,81.47,0.1,7
29,sse,crps,60.57,52.99,0.1,7
30,sse,dss,-63.73,-109.47,0.1,7
31,sse,is1,674.65,670.1,0.1,7
32,crps,sse,187.43,225.28,0.3,7
33,crps,crps,99.91,106.5,0.3,7
34,crps,dss,187.18,223.56,0.3,7
35,crps,is1,764.33,768.04,0.3,7
36,dss,sse,249.01,225.41,0.3,7
37,dss,crps,113.04,108.21,0.3,7
38,dss,dss,131.63,115.85,0.3,7
39,dss,is1,821.33,804.79,0.3,7
40,is1,sse,187.43,225.28,0.3,7
41,is1,crps,99.91,106.5,0.3,7
42,is1,dss,187.18,223.56,0.3,7
43,is1,is1,764.33,768.04,0.3,7
44,sse,sse,187.43,225.28,0.3,7
45,sse,crps,99.91,106.5,0.3,7
46,sse,dss,187.18,223.56,0.3,7
47,sse,is1,764.33,768.04,0.3,7
48,crps,sse,187.43,225.28,0.5,7
49,crps,crps,99.91,106.5,0.5,7
50,crps,dss,187.18,223.56,0.5,7
51,crps,is1,764.33,768.04,0.5,7
52,dss,sse,249.01,225.41,0.5,7
53,dss,crps,113.04,108.21,0.5,7
54,dss,dss,131.63,115.85,0.5,7
55,dss,is1,821.33,804.79,0.5,7
56,is1,sse,187.43,225.28,0.5,7
57,is1,crps,99.91,106.5,0.5,7
58,is1,dss,187.18,223.56,0.5,7
59,is1,is1,764.33,768.04,0.5,7
60,sse,sse,187.43,225.28,0.5,7
61,sse,crps,99.91,106.5,0.5,7
62,sse,dss,187.18,223.56,0.5,7
63,sse,is1,764.33,768.04,0.5,7
64,crps,sse,187.43,225.28,0.8,7
65,crps,crps,99.91,106.5,0.8,7
66,crps,dss,187.18,223.56,0.8,7
67,crps,is1,764.33,768.04,0.8,7
68,dss,sse,249.01,225.41,0.8,7
