,Method,Metric,Train,Test,Threshold,Rep
36,dss,sse,111.42,121.19,0.3,1
37,dss,crps,145.32,148.42,0.3,1
38,dss,dss,-965.62,-952.91,0.3,1
39,dss,is1,593.71,597.97,0.3,1
40,is1,sse,111.06,118.01,0.3,1
41,is1,crps,141.99,142.71,0.3,1
42,is1,dss,-962.95,-967.96,0.3,1
43,is1,is1,582.91,568.18,0.3,1
44,sse,sse,111.96,117.64,0.3,1
45,sse,crps,143.52,144.12,0.3,1
46,sse,dss,-947.58,-936.38,0.3,1
47,sse,is1,588.71,571.43,0.3,1
48,crps,sse,111.06,118.01,0.5,1
49,crps,crps,141.99,142.71,0.5,1
50,crps,dss,-962.95,-967.96,0.5,1
51,crps,is1,582.91,568.18,0.5,1
52,dss,sse,112.86,121.83,0.5,1
53,dss,crps,147.52,149.87,0.5,1
54,dss,dss,-943.95,-937.51,0.5,1
55,dss,is1,602.97,603.28,0.5,1
56,is1,sse,111.06,118.01,0.5,1
57,is1,crps,141.99,142.71,0.5,1
58,is1,dss,-962.95,-967.96,0.5,1
59,is1,is1,582.91,568.18,0.5,1
60,sse,sse,112.23,119.76,0.5,1
61,sse,crps,148.51,149.93,0.5,1
62,sse,dss,-926.44,-904.84,0.5,1
63,sse,is1,613.92,599.57,0.5,1
64,crps,sse,109.62,118.69,0.8,1
65,crps,crps,140.84,143.18,0.8,1
66,crps,dss,-971.35,-964.19,0.8,1
67,crps,is1,575.64,570.56,0.8,1
68,dss,sse,112.86,121.83,0.8,1
69,dss,crps,147.52,149.87,0.8,1
70,dss,dss,-943.95,-937.51,0.8,1
71,dss,is1,602.97,603.28,0.8,1
72,is1,sse,109.62,118.69,0.8,1
73,is1,crps,140.84,143.18,0.8,1
74,is1,dss,-971.35,-964.19,0.8,1
75,is1,is1,575.64,570.56,0.8,1
76,sse,sse,111.5,120.16,0.8,1
77,sse,crps,147.66,150.33,0.8,1
78,sse,dss,-933.75,-900.49,0.8,1
79,sse,is1,609.42,602.43,0.8,1
0,crps,sse,114.77,113.2,0.0,2
1,crps,crps,142.7,138.39,0.0,2
2,crps,dss,-961.14,-1005.46,0.0,2
3,crps,is1,566.15,562.92,0.0,2
4,dss,sse,114.82,112.36,0.0,2
5,dss,crps,143.6,137.55,0.0,2
6,dss,dss,-964.79,-1045.77,0.0,2
7,dss,is1,565.94,559.86,0.0,2
8,is1,sse,113.32,114.04,0.0,2
9,is1,crps,142.1,138.97,0.0,2
10,is1,dss,-963.45,-1003.28,0.0,2
11,is1,is1,568.64,561.74,0.0,2
12,sse,sse,119.98,110.72,0.0,2
13,sse,crps,147.47,139.78,0.0,2
14,sse,dss,-890.11,-952.94,0.0,2
15,sse,is1,584.11,575.51,0.0,2
16,crps,sse,114.68,113.24,0.1,2
17,crps,crps,142.64,138.48,0.1,2
18,crps,dss,-962.07,-1005.1,0.1,2
19,crps,is1,566.15,563.45,0.1,2
20,dss,sse,114.86,112.52,0.1,2
21,dss,crps,143.53,137.85,0.1,2
22,dss,dss,-964.43,-1044.13,0.1,2
23,dss,is1,566.23,560.88,0.1,2
24,is1,sse,113.32,114.04,0.1,2
25,is1,crps,142.12,139.04,0.1,2
26,is1,dss,-963.33,-1003.08,0.1,2
27,is1,is1,568.21,562.0,0.1,2
28,sse,sse,119.88,111.11,0.1,2
29,sse,crps,148.54,141.91,0.1,2
30,sse,dss,-887.21,-931.23,0.1,2
31,sse,is1,593.72,582.31,0.1,2
32,crps,sse,113.48,114.11,0.3,2
33,crps,crps,142.08,140.03,0.3,2
34,crps,dss,-973.04,-995.86,0.3,2
35,crps,is1,565.41,568.16,0.3,2
36,dss,sse,112.27,118.66,0.3,2
37,dss,crps,147.55,149.14,0.3,2
38,dss,dss,-936.61,-939.96,0.3,2
39,dss,is1,595.56,604.6,0.3,2
40,is1,sse,111.84,116.09,0.3,2
41,is1,crps,141.45,141.05,0.3,2
42,is1,dss,-974.21,-988.2,0.3,2
43,is1,is1,563.77,570.52,0.3,2
44,sse,sse,113.35,115.3,0.3,2
45,sse,crps,146.02,145.59,0.3,2
46,sse,dss,-898.64,-897.32,0.3,2
47,sse,is1,585.72,594.96,0.3,2
48,crps,sse,111.04,117.01,0.5,2
49,crps,crps,141.08,141.75,0.5,2
50,crps,dss,-983.83,-970.9,0.5,2
51,crps,is1,562.07,573.84,0.5,2
52,dss,sse,112.27,118.66,0.5,2
53,dss,crps,147.55,149.14,0.5,2
54,dss,dss,-936.61,-939.96,0.5,2
55,dss,is1,595.56,604.6,0.5,2
56,is1,sse,111.04,117.01,0.5,2
57,is1,crps,141.08,141.75,0.5,2
58,is1,dss,-983.83,-970.9,0.5,2
59,is1,is1,562.07,573.84,0.5,2
60,sse,sse,114.53,116.75,0.5,2
61,sse,crps,149.65,150.02,0.5,2
62,sse,dss,-886.79,-882.81,0.5,2
63,sse,is1,604.94,614.9,0.5,2
64,crps,sse,111.04,117.01,0.8,2
65,crps,crps,141.08,141.75,0.8,2
66,crps,dss,-983.83,-970.9,0.8,2
67,crps,is1,562.07,573.84,0.8,2
68,dss,sse,112.27,118.66,0.8,2
69,dss,crps,147.55,149.14,0.8,2
70,dss,dss,-936.61,-939.96,0.8,2
71,dss,is1,595.56,604.6,0.8,2
72,is1,sse,111.04,117.01,0.8,2
73,is1,crps,141.08,141.75,0.8,2
74,is1,dss,-983.83,-970.9,0.8,2
75,is1,is1,562.07,573.84,0.8,2
76,sse,sse,114.53,116.75,0.8,2
77,sse,crps,149.65,150.02,0.8,2
78,sse,dss,-886.79,-882.81,0.8,2
79,sse,is1,604.94,614.9,0.8,2
0,crps,sse,120.9,110.12,0.0,3
1,crps,crps,146.73,135.98,0.0,3
2,crps,dss,-923.25,-1033.3,0.0,3
3,crps,is1,570.47,565.15,0.0,3
4,dss,sse,120.01,110.54,0.0,3
5,dss,crps,145.8,136.95,0.0,3
6,dss,dss,-932.14,-1031.06,0.0,3
7,dss,is1,569.77,567.31,0.0,3
8,is1,sse,118.43,110.82,0.0,3
9,is1,crps,145.58,136.73,0.0,3
10,is1,dss,-934.3,-1030.59,0.0,3
11,is1,is1,574.94,562.11,0.0,3
12,sse,sse,118.29,110.31,0.0,3
13,sse,crps,144.87,136.98,0.0,3
14,sse,dss,-939.37,-1027.28,0.0,3
15,sse,is1,568.76,567.75,0.0,3
16,crps,sse,120.99,110.18,0.1,3
17,crps,crps,146.96,136.29,0.1,3
18,crps,dss,-922.27,-1032.65,0.1,3
19,crps,is1,571.26,567.18,0.1,3
20,dss,sse,118.72,111.69,0.1,3
21,dss,crps,144.59,138.53,0.1,3
22,dss,dss,-942.01,-1020.41,0.1,3
23,dss,is1,566.54,571.03,0.1,3
24,is1,sse,118.47,111.74,0.1,3
25,is1,crps,144.21,138.78,0.1,3
26,is1,dss,-949.01,-1015.01,0.1,3
27,is1,is1,567.07,570.64,0.1,3
28,sse,sse,117.99,110.64,0.1,3
29,sse,crps,144.38,137.63,0.1,3
30,sse,dss,-942.34,-1024.01,0.1,3
31,sse,is1,566.67,570.93,0.1,3
32,crps,sse,118.45,111.84,0.3,3
33,crps,crps,144.04,138.93,0.3,3
34,crps,dss,-949.19,-1014.0,0.3,3
35,crps,is1,566.96,571.89,0.3,3
36,dss,sse,118.45,111.84,0.3,3
37,dss,crps,144.04,138.93,0.3,3
38,dss,dss,-949.19,-1014.0,0.3,3
39,dss,is1,566.96,571.89,0.3,3
40,is1,sse,118.45,111.84,0.3,3
41,is1,crps,144.04,138.93,0.3,3
42,is1,dss,-949.19,-1014.0,0.3,3
43,is1,is1,566.96,571.89,0.3,3
44,sse,sse,118.45,111.84,0.3,3
45,sse,crps,144.04,138.93,0.3,3
46,sse,dss,-949.19,-1014.0,0.3,3
47,sse,is1,566.96,571.89,0.3,3
48,crps,sse,118.45,111.84,0.5,3
49,crps,crps,144.04,138.93,0.5,3
50,crps,dss,-949.19,-1014.0,0.5,3
51,crps,is1,566.96,571.89,0.5,3
52,dss,sse,118.41,114.59,0.5,3
53,dss,crps,146.86,146.43,0.5,3
54,dss,dss,-952.13,-986.28,0.5,3
55,dss,is1,578.05,609.16,0.5,3
56,is1,sse,118.45,111.84,0.5,3
57,is1,crps,144.04,138.93,0.5,3
58,is1,dss,-949.19,-1014.0,0.5,3
59,is1,is1,566.96,571.89,0.5,3
60,sse,sse,118.45,111.84,0.5,3
61,sse,crps,144.04,138.93,0.5,3
62,sse,dss,-949.19,-1014.0,0.5,3
63,sse,is1,566.96,571.89,0.5,3
64,crps,sse,118.45,111.84,0.8,3
65,crps,crps,144.04,138.93,0.8,3
66,crps,dss,-949.19,-1014.0,0.8,3
67,crps,is1,566.96,571.89,0.8,3
68,dss,sse,118.41,114.59,0.8,3
69,dss,crps,146.86,146.43,0.8,3
70,dss,dss,-952.13,-986.28,0.8,3
71,dss,is1,578.05,609.16,0.8,3
72,is1,sse,118.45,111.84,0.8,3
73,is1,crps,144.04,138.93,0.8,3
74,is1,dss,-949.19,-1014.0,0.8,3
75,is1,is1,566.96,571.89,0.8,3
76,sse,sse,118.45,111.84,0.8,3
77,sse,crps,144.04,138.93,0.8,3
78,sse,dss,-949.19,-1014.0,0.8,3
79,sse,is1,566.96,571.89,0.8,3
0,crps,sse,123.96,110.23,0.0,4
1,crps,crps,152.61,133.09,0.0,4
2,crps,dss,-892.11,-1054.94,0.0,4
3,crps,is1,623.29,520.49,0.0,4
4,dss,sse,123.98,108.66,0.0,4
5,dss,crps,151.67,132.58,0.0,4
6,dss,dss,-903.75,-1094.78,0.0,4
7,dss,is1,623.74,516.28,0.0,4
8,is1,sse,122.69,110.53,0.0,4
9,is1,crps,150.8,133.54,0.0,4
10,is1,dss,-911.79,-1053.14,0.0,4
11,is1,is1,617.67,520.38,0.0,4
12,sse,sse,134.3,106.85,0.0,4
13,sse,crps,158.11,133.06,0.0,4
14,sse,dss,-850.5,-1057.36,0.0,4
15,sse,is1,635.44,525.48,0.0,4
16,crps,sse,124.05,110.29,0.1,4
17,crps,crps,152.86,133.26,0.1,4
18,crps,dss,-891.22,-1054.36,0.1,4
19,crps,is1,625.55,521.18,0.1,4
20,dss,sse,122.51,110.9,0.1,4
21,dss,crps,150.32,134.74,0.1,4
22,dss,dss,-908.15,-1047.71,0.1,4
23,dss,is1,615.42,526.66,0.1,4
24,is1,sse,122.63,110.76,0.1,4
25,is1,crps,150.86,134.13,0.1,4
26,is1,dss,-912.57,-1050.74,0.1,4
27,is1,is1,619.44,523.09,0.1,4
28,sse,sse,133.89,107.09,0.1,4
29,sse,crps,157.38,133.57,0.1,4
30,sse,dss,-855.35,-1053.25,0.1,4
31,sse,is1,633.01,526.49,0.1,4
32,crps,sse,122.51,110.9,0.3,4
33,crps,crps,150.32,134.74,0.3,4
34,crps,dss,-908.15,-1047.71,0.3,4
35,crps,is1,615.42,526.66,0.3,4
36,dss,sse,116.18,115.31,0.3,4
37,dss,crps,151.63,140.97,0.3,4
38,dss,dss,-923.03,-1022.45,0.3,4
39,dss,is1,629.79,554.17,0.3,4
40,is1,sse,122.51,110.9,0.3,4
41,is1,crps,150.32,134.74,0.3,4
42,is1,dss,-908.15,-1047.71,0.3,4
43,is1,is1,615.42,526.66,0.3,4
44,sse,sse,130.14,109.58,0.3,4
45,sse,crps,160.0,142.93,0.3,4
46,sse,dss,-703.8,-916.72,0.3,4
47,sse,is1,675.36,568.04,0.3,4
48,crps,sse,122.51,110.9,0.5,4
49,crps,crps,150.32,134.74,0.5,4
50,crps,dss,-908.15,-1047.71,0.5,4
51,crps,is1,615.42,526.66,0.5,4
52,dss,sse,116.18,115.31,0.5,4
53,dss,crps,151.63,140.97,0.5,4
54,dss,dss,-923.03,-1022.45,0.5,4
55,dss,is1,629.79,554.17,0.5,4
56,is1,sse,122.51,110.9,0.5,4
57,is1,crps,150.32,134.74,0.5,4
58,is1,dss,-908.15,-1047.71,0.5,4
59,is1,is1,615.42,526.66,0.5,4
60,sse,sse,129.55,110.93,0.5,4
61,sse,crps,162.17,146.27,0.5,4
62,sse,dss,-709.72,-903.22,0.5,4
63,sse,is1,674.12,582.35,0.5,4
64,crps,sse,122.51,110.9,0.8,4
65,crps,crps,150.32,134.74,0.8,4
66,crps,dss,-908.15,-1047.71,0.8,4
67,crps,is1,615.42,526.66,0.8,4
68,dss,sse,117.41,117.32,0.8,4
69,dss,crps,153.79,144.86,0.8,4
70,dss,dss,-895.06,-989.04,0.8,4
71,dss,is1,637.78,570.27,0.8,4
72,is1,sse,114.82,113.91,0.8,4
73,is1,crps,146.35,136.34,0.8,4
74,is1,dss,-936.65,-1036.42,0.8,4
75,is1,is1,606.57,531.22,0.8,4
76,sse,sse,128.37,111.25,0.8,4
77,sse,crps,161.46,146.56,0.8,4
78,sse,dss,-712.25,-900.52,0.8,4
79,sse,is1,672.16,583.5,0.8,4
0,crps,sse,118.54,111.53,0.0,5
1,crps,crps,142.46,140.03,0.0,5
2,crps,dss,-950.43,-1005.09,0.0,5
3,crps,is1,579.95,557.51,0.0,5
4,dss,sse,120.47,111.0,0.0,5
5,dss,crps,145.1,139.91,0.0,5
6,dss,dss,-919.09,-1012.64,0.0,5
7,dss,is1,592.52,555.8,0.0,5
8,is1,sse,117.49,112.59,0.0,5
9,is1,crps,142.9,140.36,0.0,5
10,is1,dss,-955.55,-999.98,0.0,5
11,is1,is1,588.09,553.87,0.0,5
12,sse,sse,126.91,109.57,0.0,5
13,sse,crps,150.21,139.61,0.0,5
14,sse,dss,-891.34,-1008.17,0.0,5
15,sse,is1,608.64,556.46,0.0,5
16,crps,sse,118.54,111.53,0.1,5
17,crps,crps,142.46,140.03,0.1,5
18,crps,dss,-950.43,-1005.09,0.1,5
19,crps,is1,579.95,557.51,0.1,5
20,dss,sse,118.18,113.08,0.1,5
21,dss,crps,143.01,142.13,0.1,5
22,dss,dss,-936.74,-999.06,0.1,5
23,dss,is1,584.45,561.52,0.1,5
24,is1,sse,117.49,112.59,0.1,5
25,is1,crps,142.9,140.36,0.1,5
26,is1,dss,-955.55,-999.98,0.1,5
27,is1,is1,588.09,553.87,0.1,5
28,sse,sse,126.84,109.58,0.1,5
29,sse,crps,150.02,139.67,0.1,5
30,sse,dss,-892.12,-1008.06,0.1,5
31,sse,is1,607.59,556.83,0.1,5
32,crps,sse,118.47,111.56,0.3,5
33,crps,crps,142.22,140.38,0.3,5
34,crps,dss,-946.86,-1003.16,0.3,5
35,crps,is1,577.95,558.83,0.3,5
36,dss,sse,118.6,114.76,0.3,5
37,dss,crps,146.55,147.14,0.3,5
38,dss,dss,-940.44,-977.05,0.3,5
39,dss,is1,607.34,585.06,0.3,5
40,is1,sse,117.61,112.88,0.3,5
41,is1,crps,143.12,141.49,0.3,5
42,is1,dss,-952.53,-994.22,0.3,5
43,is1,is1,588.02,557.6,0.3,5
44,sse,sse,126.8,109.68,0.3,5
45,sse,crps,149.88,139.91,0.3,5
46,sse,dss,-892.51,-1007.01,0.3,5
47,sse,is1,606.36,558.85,0.3,5
48,crps,sse,118.15,112.35,0.5,5
49,crps,crps,141.53,141.88,0.5,5
50,crps,dss,-952.56,-993.3,0.5,5
51,crps,is1,579.17,564.7,0.5,5
52,dss,sse,119.59,114.9,0.5,5
53,dss,crps,148.1,147.81,0.5,5
54,dss,dss,-929.34,-967.65,0.5,5
55,dss,is1,612.75,587.5,0.5,5
56,is1,sse,117.21,113.22,0.5,5
57,is1,crps,142.39,142.12,0.5,5
58,is1,dss,-954.31,-992.46,0.5,5
59,is1,is1,581.4,561.48,0.5,5
60,sse,sse,126.04,110.41,0.5,5
61,sse,crps,148.66,141.08,0.5,5
62,sse,dss,-902.49,-999.19,0.5,5
63,sse,is1,601.68,561.12,0.5,5
64,crps,sse,117.13,113.41,0.8,5
65,crps,crps,141.21,142.35,0.8,5
66,crps,dss,-955.13,-990.51,0.8,5
67,crps,is1,578.55,565.14,0.8,5
68,dss,sse,119.59,114.9,0.8,5
69,dss,crps,148.1,147.81,0.8,5
70,dss,dss,-929.34,-967.65,0.8,5
71,dss,is1,612.75,587.5,0.8,5
72,is1,sse,118.45,113.51,0.8,5
73,is1,crps,143.97,143.15,0.8,5
74,is1,dss,-940.78,-981.59,0.8,5
75,is1,is1,587.17,566.12,0.8,5
76,sse,sse,124.19,111.12,0.8,5
77,sse,crps,148.73,142.87,0.8,5
78,sse,dss,-874.14,-957.08,0.8,5
79,sse,is1,605.53,566.65,0.8,5
0,crps,sse,127.44,101.52,0.0,6
1,crps,crps,152.91,131.27,0.0,6
2,crps,dss,-871.4,-1040.01,0.0,6
3,crps,is1,592.53,547.49,0.0,6
4,dss,sse,129.81,100.95,0.0,6
5,dss,crps,153.25,131.77,0.0,6
6,dss,dss,-886.85,-1056.76,0.0,6
7,dss,is1,593.68,547.92,0.0,6
8,is1,sse,127.65,102.58,0.0,6
9,is1,crps,151.42,133.08,0.0,6
10,is1,dss,-915.96,-1027.1,0.0,6
11,is1,is1,591.57,549.54,0.0,6
12,sse,sse,131.44,101.09,0.0,6
13,sse,crps,154.95,133.27,0.0,6
14,sse,dss,-864.59,-1015.89,0.0,6
15,sse,is1,601.69,558.36,0.0,6
16,crps,sse,127.44,101.52,0.1,6
17,crps,crps,152.91,131.27,0.1,6
18,crps,dss,-871.4,-1040.01,0.1,6
19,crps,is1,592.53,547.49,0.1,6
20,dss,sse,126.47,104.31,0.1,6
21,dss,crps,156.48,139.62,0.1,6
22,dss,dss,-872.71,-1025.96,0.1,6
23,dss,is1,618.24,584.41,0.1,6
24,is1,sse,127.45,102.79,0.1,6
25,is1,crps,151.21,133.44,0.1,6
26,is1,dss,-918.38,-1024.97,0.1,6
27,is1,is1,587.34,551.31,0.1,6
28,sse,sse,130.26,101.87,0.1,6
29,sse,crps,154.27,134.74,0.1,6
30,sse,dss,-854.31,-1000.48,0.1,6
31,sse,is1,601.49,565.56,0.1,6
32,crps,sse,126.47,102.09,0.3,6
33,crps,crps,152.83,133.11,0.3,6
34,crps,dss,-861.56,-1028.38,0.3,6
35,crps,is1,592.19,556.27,0.3,6
36,dss,sse,125.81,104.93,0.3,6
37,dss,crps,155.88,140.18,0.3,6
38,dss,dss,-877.46,-1002.33,0.3,6
39,dss,is1,614.0,586.73,0.3,6
40,is1,sse,126.81,103.75,0.3,6
41,is1,crps,149.88,134.91,0.3,6
42,is1,dss,-936.18,-1013.17,0.3,6
43,is1,is1,581.53,560.01,0.3,6
44,sse,sse,130.46,103.39,0.3,6
45,sse,crps,158.66,140.44,0.3,6
46,sse,dss,-843.73,-984.84,0.3,6
47,sse,is1,627.04,590.33,0.3,6
48,crps,sse,125.62,103.41,0.5,6
49,crps,crps,151.5,134.48,0.5,6
50,crps,dss,-888.05,-1017.97,0.5,6
51,crps,is1,588.45,561.96,0.5,6
52,dss,sse,125.81,104.93,0.5,6
53,dss,crps,155.88,140.18,0.5,6
54,dss,dss,-877.46,-1002.33,0.5,6
55,dss,is1,614.0,586.73,0.5,6
56,is1,sse,126.81,103.75,0.5,6
57,is1,crps,149.88,134.91,0.5,6
58,is1,dss,-936.18,-1013.17,0.5,6
59,is1,is1,581.53,560.01,0.5,6
60,sse,sse,130.01,103.83,0.5,6
61,sse,crps,158.51,140.7,0.5,6
62,sse,dss,-842.45,-982.53,0.5,6
63,sse,is1,627.07,591.3,0.5,6
64,crps,sse,125.62,103.41,0.8,6
65,crps,crps,151.5,134.48,0.8,6
66,crps,dss,-888.05,-1017.97,0.8,6
67,crps,is1,588.45,561.96,0.8,6
68,dss,sse,125.81,104.93,0.8,6
69,dss,crps,155.88,140.18,0.8,6
70,dss,dss,-877.46,-1002.33,0.8,6
71,dss,is1,614.0,586.73,0.8,6
72,is1,sse,126.81,103.75,0.8,6
73,is1,crps,149.88,134.91,0.8,6
74,is1,dss,-936.18,-1013.17,0.8,6
75,is1,is1,581.53,560.01,0.8,6
76,sse,sse,127.17,104.52,0.8,6
77,sse,crps,157.46,141.14,0.8,6
78,sse,dss,-847.01,-978.37,0.8,6
79,sse,is1,621.35,593.59,0.8,6
0,crps,sse,124.69,106.11,0.0,7
1,crps,crps,148.69,135.79,0.0,7
2,crps,dss,-936.62,-1016.6,0.0,7
3,crps,is1,576.48,563.74,0.0,7
4,dss,sse,125.47,106.34,0.0,7
5,dss,crps,149.81,136.71,0.0,7
6,dss,dss,-897.87,-1033.66,0.0,7
7,dss,is1,584.75,564.01,0.0,7
8,is1,sse,122.98,106.08,0.0,7
9,is1,crps,147.82,136.56,0.0,7
10,is1,dss,-919.67,-1017.76,0.0,7
11,is1,is1,580.99,558.97,0.0,7
12,sse,sse,125.48,105.75,0.0,7
13,sse,crps,148.69,137.07,0.0,7
14,sse,dss,-927.08,-1007.27,0.0,7
15,sse,is1,582.16,565.56,0.0,7
16,crps,sse,124.69,106.11,0.1,7
17,crps,crps,148.69,135.79,0.1,7
18,crps,dss,-936.62,-1016.6,0.1,7
19,crps,is1,576.48,563.74,0.1,7
20,dss,sse,122.27,107.16,0.1,7
21,dss,crps,146.97,138.74,0.1,7
22,dss,dss,-934.43,-1005.5,0.1,7
23,dss,is1,575.14,570.3,0.1,7
24,is1,sse,122.46,106.74,0.1,7
25,is1,crps,147.2,138.15,0.1,7
26,is1,dss,-931.45,-1010.17,0.1,7
27,is1,is1,577.96,566.46,0.1,7
28,sse,sse,124.95,106.45,0.1,7
29,sse,crps,148.76,139.24,0.1,7
30,sse,dss,-931.94,-991.52,0.1,7
31,sse,is1,582.39,574.28,0.1,7
32,crps,sse,122.16,106.94,0.3,7
33,crps,crps,146.18,138.03,0.3,7
34,crps,dss,-945.28,-1003.05,0.3,7
35,crps,is1,573.89,567.15,0.3,7
36,dss,sse,123.23,108.88,0.3,7
37,dss,crps,151.21,144.54,0.3,7
38,dss,dss,-932.05,-971.7,0.3,7
39,dss,is1,595.5,600.51,0.3,7
40,is1,sse,122.27,107.16,0.3,7
41,is1,crps,146.97,138.74,0.3,7
42,is1,dss,-934.43,-1005.5,0.3,7
43,is1,is1,575.14,570.3,0.3,7
44,sse,sse,122.31,107.16,0.3,7
45,sse,crps,147.24,139.95,0.3,7
46,sse,dss,-941.28,-988.85,0.3,7
47,sse,is1,579.39,574.73,0.3,7
48,crps,sse,122.05,107.26,0.5,7
49,crps,crps,146.23,138.65,0.5,7
50,crps,dss,-946.34,-999.86,0.5,7
51,crps,is1,574.63,572.01,0.5,7
52,dss,sse,123.23,108.88,0.5,7
53,dss,crps,151.21,144.54,0.5,7
54,dss,dss,-932.05,-971.7,0.5,7
