,Method,Metric,Train,Test,Threshold,Rep
0,crps,sse,71774.61,83171.31,0.0,0
1,crps,crps,3727.28,3900.58,0.0,0
2,crps,dss,3941.42,3979.34,0.0,0
3,crps,is1,22509.03,24069.93,0.0,0
4,dss,sse,67764.49,80800.8,0.0,0
5,dss,crps,3636.18,3853.18,0.0,0
6,dss,dss,3928.45,3943.05,0.0,0
7,dss,is1,22158.13,23901.78,0.0,0
8,is1,sse,67887.51,80917.03,0.0,0
9,is1,crps,3655.59,3844.44,0.0,0
10,is1,dss,3932.73,3948.67,0.0,0
11,is1,is1,22241.4,23736.77,0.0,0
12,sse,sse,72520.65,83635.0,0.0,0
13,sse,crps,3743.44,3919.69,0.0,0
14,sse,dss,4027.4,4002.86,0.0,0
15,sse,is1,22496.96,24145.0,0.0,0
16,crps,sse,70235.75,85218.59,0.1,0
17,crps,crps,3682.01,3957.28,0.1,0
18,crps,dss,3898.16,4003.32,0.1,0
19,crps,is1,22342.54,24240.46,0.1,0
20,dss,sse,66626.23,82919.75,0.1,0
21,dss,crps,3594.56,3923.82,0.1,0
22,dss,dss,3864.28,3997.37,0.1,0
23,dss,is1,22122.38,24075.26,0.1,0
24,is1,sse,66626.23,82919.75,0.1,0
25,is1,crps,3594.56,3923.82,0.1,0
26,is1,dss,3864.28,3997.37,0.1,0
27,is1,is1,22122.38,24075.26,0.1,0
28,sse,sse,78107.67,91657.71,0.1,0
29,sse,crps,3972.15,4218.79,0.1,0
30,sse,dss,4327.36,4373.36,0.1,0
31,sse,is1,23555.91,25355.82,0.1,0
32,crps,sse,76013.89,88900.85,0.3,0
33,crps,crps,3794.45,4028.55,0.3,0
34,crps,dss,4262.54,4303.49,0.3,0
35,crps,is1,22943.33,24627.97,0.3,0
36,dss,sse,66626.23,82919.75,0.3,0
37,dss,crps,3594.56,3923.82,0.3,0
38,dss,dss,3864.28,3997.37,0.3,0
39,dss,is1,22122.38,24075.26,0.3,0
40,is1,sse,69813.31,86419.56,0.3,0
41,is1,crps,3789.34,4116.93,0.3,0
42,is1,dss,4076.73,4191.28,0.3,0
43,is1,is1,22805.69,24804.62,0.3,0
44,sse,sse,78107.67,91657.71,0.3,0
45,sse,crps,3972.15,4218.79,0.3,0
46,sse,dss,4327.36,4373.36,0.3,0
47,sse,is1,23555.91,25355.82,0.3,0
48,crps,sse,78107.67,91657.71,0.5,0
49,crps,crps,3972.15,4218.79,0.5,0
50,crps,dss,4327.36,4373.36,0.5,0
51,crps,is1,23555.91,25355.82,0.5,0
52,dss,sse,66626.23,82919.75,0.5,0
53,dss,crps,3594.56,3923.82,0.5,0
54,dss,dss,3864.28,3997.37,0.5,0
55,dss,is1,22122.38,24075.26,0.5,0
56,is1,sse,92967.07,111375.94,0.5,0
57,is1,crps,4263.28,4591.82,0.5,0
58,is1,dss,4212.82,4319.4,0.5,0
59,is1,is1,23673.31,25693.59,0.5,0
60,sse,sse,78107.67,91657.71,0.5,0
61,sse,crps,3972.15,4218.79,0.5,0
62,sse,dss,4327.36,4373.36,0.5,0
63,sse,is1,23555.91,25355.82,0.5,0
64,crps,sse,78107.67,91657.71,0.8,0
65,crps,crps,3972.15,4218.79,0.8,0
66,crps,dss,4327.36,4373.36,0.8,0
67,crps,is1,23555.91,25355.82,0.8,0
68,dss,sse,92967.07,111375.94,0.8,0
69,dss,crps,4263.28,4591.82,0.8,0
70,dss,dss,4212.82,4319.4,0.8,0
71,dss,is1,23673.31,25693.59,0.8,0
72,is1,sse,92967.07,111375.94,0.8,0
73,is1,crps,4263.28,4591.82,0.8,0
74,is1,dss,4212.82,4319.4,0.8,0
75,is1,is1,23673.31,25693.59,0.8,0
76,sse,sse,78107.67,91657.71,0.8,0
77,sse,crps,3972.15,4218.79,0.8,0
78,sse,dss,4327.36,4373.36,0.8,0
79,sse,is1,23555.91,25355.82,0.8,0
0,crps,sse,90087.66,77787.47,0.0,1
1,crps,crps,4149.3,3680.87,0.0,1
2,crps,dss,4053.8,3888.82,0.0,1
3,crps,is1,24600.69,22977.78,0.0,1
4,dss,sse,90143.19,83702.32,0.0,1
5,dss,crps,4151.26,3815.93,0.0,1
6,dss,dss,4089.49,3885.56,0.0,1
7,dss,is1,24356.22,22833.87,0.0,1
8,is1,sse,89450.43,84588.81,0.0,1
9,is1,crps,4117.74,3842.88,0.0,1
10,is1,dss,4060.61,3907.74,0.0,1
11,is1,is1,24336.13,22766.06,0.0,1
12,sse,sse,91316.75,76772.01,0.0,1
13,sse,crps,4188.13,3652.01,0.0,1
14,sse,dss,4071.86,3870.54,0.0,1
15,sse,is1,24663.05,22867.1,0.0,1
16,crps,sse,89426.75,79307.71,0.1,1
17,crps,crps,4099.42,3740.19,0.1,1
18,crps,dss,4028.15,3916.82,0.1,1
19,crps,is1,24354.17,23110.25,0.1,1
20,dss,sse,92805.89,87494.85,0.1,1
21,dss,crps,4158.27,3931.34,0.1,1
22,dss,dss,4041.34,3967.41,0.1,1
23,dss,is1,24221.84,22989.03,0.1,1
24,is1,sse,92805.89,87494.85,0.1,1
25,is1,crps,4158.27,3931.34,0.1,1
26,is1,dss,4041.34,3967.41,0.1,1
27,is1,is1,24221.84,22989.03,0.1,1
28,sse,sse,89426.75,79307.71,0.1,1
29,sse,crps,4099.42,3740.19,0.1,1
30,sse,dss,4028.15,3916.82,0.1,1
31,sse,is1,24354.17,23110.25,0.1,1
32,crps,sse,89426.75,79307.71,0.3,1
33,crps,crps,4099.42,3740.19,0.3,1
34,crps,dss,4028.15,3916.82,0.3,1
35,crps,is1,24354.17,23110.25,0.3,1
36,dss,sse,92805.89,87494.85,0.3,1
37,dss,crps,4158.27,3931.34,0.3,1
38,dss,dss,4041.34,3967.41,0.3,1
39,dss,is1,24221.84,22989.03,0.3,1
40,is1,sse,96089.57,90967.86,0.3,1
41,is1,crps,4341.57,4139.37,0.3,1
42,is1,dss,4232.78,4182.33,0.3,1
43,is1,is1,24877.54,23717.41,0.3,1
44,sse,sse,92888.28,82988.95,0.3,1
45,sse,crps,4291.4,3961.05,0.3,1
46,sse,dss,4227.84,4155.53,0.3,1
47,sse,is1,25037.25,23890.26,0.3,1
48,crps,sse,92888.28,82988.95,0.5,1
49,crps,crps,4291.4,3961.05,0.5,1
50,crps,dss,4227.84,4155.53,0.5,1
51,crps,is1,25037.25,23890.26,0.5,1
52,dss,sse,92805.89,87494.85,0.5,1
53,dss,crps,4158.27,3931.34,0.5,1
54,dss,dss,4041.34,3967.41,0.5,1
55,dss,is1,24221.84,22989.03,0.5,1
56,is1,sse,111959.49,112180.29,0.5,1
57,is1,crps,4645.27,4561.56,0.5,1
58,is1,dss,4310.82,4298.1,0.5,1
59,is1,is1,25486.8,24557.77,0.5,1
60,sse,sse,92888.28,82988.95,0.5,1
61,sse,crps,4291.4,3961.05,0.5,1
62,sse,dss,4227.84,4155.53,0.5,1
63,sse,is1,25037.25,23890.26,0.5,1
64,crps,sse,92888.28,82988.95,0.8,1
65,crps,crps,4291.4,3961.05,0.8,1
66,crps,dss,4227.84,4155.53,0.8,1
67,crps,is1,25037.25,23890.26,0.8,1
68,dss,sse,111959.49,112180.29,0.8,1
69,dss,crps,4645.27,4561.56,0.8,1
70,dss,dss,4310.82,4298.1,0.8,1
71,dss,is1,25486.8,24557.77,0.8,1
72,is1,sse,111959.49,112180.29,0.8,1
73,is1,crps,4645.27,4561.56,0.8,1
74,is1,dss,4310.82,4298.1,0.8,1
75,is1,is1,25486.8,24557.77,0.8,1
76,sse,sse,92888.28,82988.95,0.8,1
77,sse,crps,4291.4,3961.05,0.8,1
78,sse,dss,4227.84,4155.53,0.8,1
79,sse,is1,25037.25,23890.26,0.8,1
0,crps,sse,80190.17,75160.97,0.0,2
1,crps,crps,3844.92,3793.01,0.0,2
2,crps,dss,3999.12,3945.93,0.0,2
3,crps,is1,23206.47,23610.94,0.0,2
4,dss,sse,80240.41,74977.07,0.0,2
5,dss,crps,3844.28,3781.59,0.0,2
6,dss,dss,4005.82,3926.45,0.0,2
7,dss,is1,23189.69,23569.16,0.0,2
8,is1,sse,80056.32,75406.78,0.0,2
9,is1,crps,3841.63,3802.56,0.0,2
10,is1,dss,3999.99,3947.32,0.0,2
11,is1,is1,23098.99,23584.25,0.0,2
12,sse,sse,82937.91,80663.79,0.0,2
13,sse,crps,3910.37,3885.62,0.0,2
14,sse,dss,4007.5,3965.48,0.0,2
15,sse,is1,23314.56,23745.18,0.0,2
16,crps,sse,77374.26,77644.49,0.1,2
17,crps,crps,3783.08,3872.71,0.1,2
18,crps,dss,3996.7,4008.69,0.1,2
19,crps,is1,22864.83,23938.08,0.1,2
20,dss,sse,77165.86,77619.32,0.1,2
21,dss,crps,3768.0,3876.58,0.1,2
22,dss,dss,3972.7,3981.33,0.1,2
23,dss,is1,22823.65,23942.95,0.1,2
24,is1,sse,77374.26,77644.49,0.1,2
25,is1,crps,3783.08,3872.71,0.1,2
26,is1,dss,3996.7,4008.69,0.1,2
27,is1,is1,22864.83,23938.08,0.1,2
28,sse,sse,80029.28,83064.51,0.1,2
29,sse,crps,3834.73,3954.68,0.1,2
30,sse,dss,3980.58,3990.84,0.1,2
31,sse,is1,22989.66,24068.63,0.1,2
32,crps,sse,77374.26,77644.49,0.3,2
33,crps,crps,3783.08,3872.71,0.3,2
34,crps,dss,3996.7,4008.69,0.3,2
35,crps,is1,22864.83,23938.08,0.3,2
36,dss,sse,77165.86,77619.32,0.3,2
37,dss,crps,3768.0,3876.58,0.3,2
38,dss,dss,3972.7,3981.33,0.3,2
39,dss,is1,22823.65,23942.95,0.3,2
40,is1,sse,100857.6,98352.21,0.3,2
41,is1,crps,4346.51,4411.83,0.3,2
42,is1,dss,4246.52,4258.72,0.3,2
43,is1,is1,23923.58,25249.25,0.3,2
44,sse,sse,83809.57,91226.73,0.3,2
45,sse,crps,4029.66,4265.83,0.3,2
46,sse,dss,4316.78,4455.2,0.3,2
47,sse,is1,23681.02,25582.1,0.3,2
48,crps,sse,80476.99,81041.11,0.5,2
49,crps,crps,3954.43,4078.76,0.5,2
50,crps,dss,4171.14,4190.86,0.5,2
51,crps,is1,23333.32,24790.62,0.5,2
52,dss,sse,97546.47,94930.42,0.5,2
53,dss,crps,4160.08,4209.66,0.5,2
54,dss,dss,4048.09,4049.19,0.5,2
55,dss,is1,23413.91,24401.59,0.5,2
56,is1,sse,100857.6,98352.21,0.5,2
57,is1,crps,4346.51,4411.83,0.5,2
58,is1,dss,4246.52,4258.72,0.5,2
59,is1,is1,23923.58,25249.25,0.5,2
60,sse,sse,83809.57,91226.73,0.5,2
61,sse,crps,4029.66,4265.83,0.5,2
62,sse,dss,4316.78,4455.2,0.5,2
63,sse,is1,23681.02,25582.1,0.5,2
64,crps,sse,80476.99,81041.11,0.8,2
65,crps,crps,3954.43,4078.76,0.8,2
66,crps,dss,4171.14,4190.86,0.8,2
67,crps,is1,23333.32,24790.62,0.8,2
68,dss,sse,100857.6,98352.21,0.8,2
69,dss,crps,4346.51,4411.83,0.8,2
70,dss,dss,4246.52,4258.72,0.8,2
71,dss,is1,23923.58,25249.25,0.8,2
72,is1,sse,100857.6,98352.21,0.8,2
73,is1,crps,4346.51,4411.83,0.8,2
74,is1,dss,4246.52,4258.72,0.8,2
75,is1,is1,23923.58,25249.25,0.8,2
76,sse,sse,83809.57,91226.73,0.8,2
77,sse,crps,4029.66,4265.83,0.8,2
78,sse,dss,4316.78,4455.2,0.8,2
79,sse,is1,23681.02,25582.1,0.8,2
0,crps,sse,84046.95,80166.79,0.0,3
1,crps,crps,3898.67,3852.22,0.0,3
2,crps,dss,3942.16,3967.1,0.0,3
3,crps,is1,23560.84,23323.79,0.0,3
4,dss,sse,90555.58,78518.35,0.0,3
5,dss,crps,4016.86,3837.33,0.0,3
6,dss,dss,4000.84,3980.56,0.0,3
7,dss,is1,23561.11,23288.18,0.0,3
8,is1,sse,90431.74,78565.22,0.0,3
9,is1,crps,4012.34,3842.08,0.0,3
10,is1,dss,4015.82,3989.83,0.0,3
11,is1,is1,23747.11,23211.67,0.0,3
12,sse,sse,101101.99,84202.96,0.0,3
13,sse,crps,4229.77,3953.55,0.0,3
14,sse,dss,4008.76,4021.95,0.0,3
15,sse,is1,24431.2,23468.43,0.0,3
16,crps,sse,84335.79,81500.03,0.1,3
17,crps,crps,3907.26,3907.1,0.1,3
18,crps,dss,3998.95,4090.57,0.1,3
19,crps,is1,23710.26,23540.12,0.1,3
20,dss,sse,89722.64,79145.98,0.1,3
21,dss,crps,3967.66,3885.41,0.1,3
22,dss,dss,3987.14,4016.26,0.1,3
23,dss,is1,23491.49,23387.3,0.1,3
24,is1,sse,89722.64,79145.98,0.1,3
25,is1,crps,3967.66,3885.41,0.1,3
26,is1,dss,3987.14,4016.26,0.1,3
27,is1,is1,23491.49,23387.3,0.1,3
28,sse,sse,104312.42,85851.64,0.1,3
29,sse,crps,4232.15,4021.47,0.1,3
30,sse,dss,4034.27,4047.89,0.1,3
31,sse,is1,24095.55,23637.42,0.1,3
32,crps,sse,84335.79,81500.03,0.3,3
33,crps,crps,3907.26,3907.1,0.3,3
34,crps,dss,3998.95,4090.57,0.3,3
35,crps,is1,23710.26,23540.12,0.3,3
36,dss,sse,89722.64,79145.98,0.3,3
37,dss,crps,3967.66,3885.41,0.3,3
38,dss,dss,3987.14,4016.26,0.3,3
39,dss,is1,23491.49,23387.3,0.3,3
40,is1,sse,129450.64,117674.85,0.3,3
41,is1,crps,4847.36,4687.24,0.3,3
42,is1,dss,4313.8,4351.79,0.3,3
43,is1,is1,25598.97,25066.19,0.3,3
