,Method,Metric,Train,Test,Threshold,Rep
3,crps,is1,2320.97,2316.19,0.0,6
4,dss,sse,2797.72,3262.75,0.0,6
5,dss,crps,385.28,357.6,0.0,6
6,dss,dss,647.52,582.6,0.0,6
7,dss,is1,2349.55,2286.1,0.0,6
8,is1,sse,2772.9,3322.35,0.0,6
9,is1,crps,391.12,367.9,0.0,6
10,is1,dss,674.39,609.19,0.0,6
11,is1,is1,2356.09,2274.43,0.0,6
12,sse,sse,3149.36,2961.19,0.0,6
13,sse,crps,400.48,339.46,0.0,6
14,sse,dss,696.52,578.61,0.0,6
15,sse,is1,2392.09,2212.65,0.0,6
16,crps,sse,2845.75,3275.43,0.1,6
17,crps,crps,380.97,356.37,0.1,6
18,crps,dss,674.04,601.32,0.1,6
19,crps,is1,2315.15,2317.96,0.1,6
20,dss,sse,2797.72,3262.75,0.1,6
21,dss,crps,385.28,357.6,0.1,6
22,dss,dss,647.52,582.6,0.1,6
23,dss,is1,2349.55,2286.1,0.1,6
24,is1,sse,2748.54,3374.17,0.1,6
25,is1,crps,397.47,385.18,0.1,6
26,is1,dss,688.87,710.77,0.1,6
27,is1,is1,2355.6,2314.15,0.1,6
28,sse,sse,2898.25,3129.8,0.1,6
29,sse,crps,400.84,375.26,0.1,6
30,sse,dss,693.76,701.43,0.1,6
31,sse,is1,2338.86,2265.91,0.1,6
32,crps,sse,2742.77,3417.38,0.3,6
33,crps,crps,386.99,393.25,0.3,6
34,crps,dss,685.4,716.21,0.3,6
35,crps,is1,2206.86,2375.37,0.3,6
36,dss,sse,2804.83,3361.23,0.3,6
37,dss,crps,377.61,371.03,0.3,6
38,dss,dss,636.26,610.69,0.3,6
39,dss,is1,2237.95,2362.29,0.3,6
40,is1,sse,2752.2,3375.19,0.3,6
41,is1,crps,391.95,388.96,0.3,6
42,is1,dss,689.0,710.83,0.3,6
43,is1,is1,2298.85,2326.49,0.3,6
44,sse,sse,2742.77,3417.38,0.3,6
45,sse,crps,386.99,393.25,0.3,6
46,sse,dss,685.4,716.21,0.3,6
47,sse,is1,2206.86,2375.37,0.3,6
48,crps,sse,2742.77,3417.38,0.5,6
49,crps,crps,386.99,393.25,0.5,6
50,crps,dss,685.4,716.21,0.5,6
51,crps,is1,2206.86,2375.37,0.5,6
52,dss,sse,2725.77,3409.17,0.5,6
53,dss,crps,371.94,375.41,0.5,6
54,dss,dss,627.47,618.16,0.5,6
55,dss,is1,2208.84,2371.83,0.5,6
56,is1,sse,2742.77,3417.38,0.5,6
57,is1,crps,386.99,393.25,0.5,6
58,is1,dss,685.4,716.21,0.5,6
59,is1,is1,2206.86,2375.37,0.5,6
60,sse,sse,2742.77,3417.38,0.5,6
61,sse,crps,386.99,393.25,0.5,6
62,sse,dss,685.4,716.21,0.5,6
63,sse,is1,2206.86,2375.37,0.5,6
64,crps,sse,2742.77,3417.38,0.8,6
65,crps,crps,386.99,393.25,0.8,6
66,crps,dss,685.4,716.21,0.8,6
67,crps,is1,2206.86,2375.37,0.8,6
68,dss,sse,2731.97,3411.57,0.8,6
69,dss,crps,379.49,383.65,0.8,6
70,dss,dss,651.96,655.19,0.8,6
71,dss,is1,2208.94,2372.94,0.8,6
72,is1,sse,2742.77,3417.38,0.8,6
73,is1,crps,386.99,393.25,0.8,6
74,is1,dss,685.4,716.21,0.8,6
75,is1,is1,2206.86,2375.37,0.8,6
76,sse,sse,2742.77,3417.38,0.8,6
77,sse,crps,386.99,393.25,0.8,6
78,sse,dss,685.4,716.21,0.8,6
79,sse,is1,2206.86,2375.37,0.8,6
0,crps,sse,2937.78,3219.16,0.0,7
1,crps,crps,369.96,360.58,0.0,7
2,crps,dss,629.19,577.09,0.0,7
3,crps,is1,2306.05,2346.95,0.0,7
4,dss,sse,2810.08,3300.32,0.0,7
5,dss,crps,363.32,365.14,0.0,7
6,dss,dss,625.68,578.12,0.0,7
7,dss,is1,2248.96,2355.32,0.0,7
8,is1,sse,3086.1,3265.3,0.0,7
9,is1,crps,388.78,379.39,0.0,7
10,is1,dss,658.76,632.34,0.0,7
11,is1,is1,2347.52,2329.79,0.0,7
12,sse,sse,3089.0,3174.9,0.0,7
13,sse,crps,381.94,362.44,0.0,7
14,sse,dss,643.48,590.25,0.0,7
15,sse,is1,2371.03,2329.23,0.0,7
16,crps,sse,2914.2,3228.47,0.1,7
17,crps,crps,364.32,364.58,0.1,7
18,crps,dss,598.62,596.35,0.1,7
19,crps,is1,2301.9,2363.02,0.1,7
20,dss,sse,2788.02,3311.35,0.1,7
21,dss,crps,356.57,367.75,0.1,7
22,dss,dss,612.55,580.69,0.1,7
23,dss,is1,2225.18,2369.37,0.1,7
24,is1,sse,3070.71,3302.96,0.1,7
25,is1,crps,391.99,394.65,0.1,7
26,is1,dss,688.35,715.49,0.1,7
27,is1,is1,2284.84,2370.03,0.1,7
28,sse,sse,3046.81,3274.61,0.1,7
29,sse,crps,391.49,392.38,0.1,7
30,sse,dss,687.62,714.16,0.1,7
31,sse,is1,2281.64,2368.05,0.1,7
32,crps,sse,2723.37,3432.99,0.3,7
33,crps,crps,374.99,401.16,0.3,7
34,crps,dss,680.18,720.59,0.3,7
35,crps,is1,2188.29,2403.75,0.3,7
36,dss,sse,2638.86,3400.84,0.3,7
37,dss,crps,349.73,373.95,0.3,7
38,dss,dss,611.9,589.42,0.3,7
39,dss,is1,2189.71,2393.84,0.3,7
40,is1,sse,2723.37,3432.99,0.3,7
41,is1,crps,374.99,401.16,0.3,7
42,is1,dss,680.18,720.59,0.3,7
43,is1,is1,2188.29,2403.75,0.3,7
44,sse,sse,3070.71,3302.96,0.3,7
45,sse,crps,391.99,394.65,0.3,7
