,Method,Metric,Train,Test,Threshold,Rep
43,is1,is1,4761.77,4238.89,0.3,1
44,sse,sse,7356.37,5793.18,0.3,1
45,sse,crps,839.69,773.16,0.3,1
46,sse,dss,1371.51,1293.37,0.3,1
47,sse,is1,4684.91,4252.62,0.3,1
48,crps,sse,6962.46,6413.04,0.5,1
49,crps,crps,824.53,802.44,0.5,1
50,crps,dss,1335.49,1316.57,0.5,1
51,crps,is1,4633.87,4356.85,0.5,1
52,dss,sse,6962.46,6413.04,0.5,1
53,dss,crps,824.53,802.44,0.5,1
54,dss,dss,1335.49,1316.57,0.5,1
55,dss,is1,4633.87,4356.85,0.5,1
56,is1,sse,6962.46,6413.04,0.5,1
57,is1,crps,824.53,802.44,0.5,1
58,is1,dss,1335.49,1316.57,0.5,1
59,is1,is1,4633.87,4356.85,0.5,1
60,sse,sse,7356.37,5793.18,0.5,1
61,sse,crps,839.69,773.16,0.5,1
62,sse,dss,1371.51,1293.37,0.5,1
63,sse,is1,4684.91,4252.62,0.5,1
64,crps,sse,6962.46,6413.04,0.8,1
65,crps,crps,824.53,802.44,0.8,1
66,crps,dss,1335.49,1316.57,0.8,1
67,crps,is1,4633.87,4356.85,0.8,1
68,dss,sse,10392.11,9724.92,0.8,1
69,dss,crps,984.98,954.13,0.8,1
70,dss,dss,1456.48,1429.47,0.8,1
71,dss,is1,5186.52,4898.76,0.8,1
72,is1,sse,6962.46,6413.04,0.8,1
73,is1,crps,824.53,802.44,0.8,1
74,is1,dss,1335.49,1316.57,0.8,1
75,is1,is1,4633.87,4356.85,0.8,1
76,sse,sse,6962.46,6413.04,0.8,1
77,sse,crps,824.53,802.44,0.8,1
78,sse,dss,1335.49,1316.57,0.8,1
79,sse,is1,4633.87,4356.85,0.8,1
0,crps,sse,6993.33,5342.61,0.0,2
1,crps,crps,866.71,727.87,0.0,2
2,crps,dss,1371.35,1265.95,0.0,2
3,crps,is1,4713.29,4266.26,0.0,2
4,dss,sse,6689.65,5603.51,0.0,2
5,dss,crps,846.71,736.94,0.0,2
6,dss,dss,1393.74,1265.48,0.0,2
7,dss,is1,4692.59,4274.05,0.0,2
8,is1,sse,6814.6,5657.87,0.0,2
9,is1,crps,850.27,743.55,0.0,2
10,is1,dss,1383.29,1278.67,0.0,2
11,is1,is1,4731.97,4280.17,0.0,2
12,sse,sse,6978.28,5332.43,0.0,2
13,sse,crps,863.64,728.16,0.0,2
14,sse,dss,1370.35,1265.37,0.0,2
15,sse,is1,4681.61,4267.83,0.0,2
16,crps,sse,6968.15,5368.58,0.1,2
17,crps,crps,859.99,732.5,0.1,2
18,crps,dss,1364.43,1274.21,0.1,2
19,crps,is1,4701.83,4270.96,0.1,2
20,dss,sse,6609.88,5797.3,0.1,2
21,dss,crps,832.63,755.53,0.1,2
22,dss,dss,1345.58,1291.2,0.1,2
23,dss,is1,4572.87,4347.55,0.1,2
24,is1,sse,6885.7,5825.63,0.1,2
25,is1,crps,848.83,761.1,0.1,2
26,is1,dss,1425.55,1323.2,0.1,2
27,is1,is1,4667.84,4364.37,0.1,2
28,sse,sse,6984.83,5457.3,0.1,2
29,sse,crps,855.09,742.99,0.1,2
30,sse,dss,1414.87,1309.85,0.1,2
31,sse,is1,4666.78,4320.03,0.1,2
32,crps,sse,6668.75,5900.65,0.3,2
33,crps,crps,834.48,767.54,0.3,2
34,crps,dss,1409.52,1326.7,0.3,2
35,crps,is1,4604.1,4392.92,0.3,2
36,dss,sse,6609.88,5797.3,0.3,2
37,dss,crps,832.63,755.53,0.3,2
38,dss,dss,1345.58,1291.2,0.3,2
39,dss,is1,4572.87,4347.55,0.3,2
40,is1,sse,6668.75,5900.65,0.3,2
41,is1,crps,834.48,767.54,0.3,2
42,is1,dss,1409.52,1326.7,0.3,2
43,is1,is1,4604.1,4392.92,0.3,2
44,sse,sse,6668.75,5900.65,0.3,2
45,sse,crps,834.48,767.54,0.3,2
46,sse,dss,1409.52,1326.7,0.3,2
47,sse,is1,4604.1,4392.92,0.3,2
48,crps,sse,6668.75,5900.65,0.5,2
49,crps,crps,834.48,767.54,0.5,2
50,crps,dss,1409.52,1326.7,0.5,2
51,crps,is1,4604.1,4392.92,0.5,2
52,dss,sse,6609.88,5797.3,0.5,2
53,dss,crps,832.63,755.53,0.5,2
54,dss,dss,1345.58,1291.2,0.5,2
55,dss,is1,4572.87,4347.55,0.5,2
56,is1,sse,6668.75,5900.65,0.5,2
57,is1,crps,834.48,767.54,0.5,2
58,is1,dss,1409.52,1326.7,0.5,2
59,is1,is1,4604.1,4392.92,0.5,2
60,sse,sse,6668.75,5900.65,0.5,2
61,sse,crps,834.48,767.54,0.5,2
62,sse,dss,1409.52,1326.7,0.5,2
63,sse,is1,4604.1,4392.92,0.5,2
64,crps,sse,6668.75,5900.65,0.8,2
65,crps,crps,834.48,767.54,0.8,2
66,crps,dss,1409.52,1326.7,0.8,2
67,crps,is1,4604.1,4392.92,0.8,2
68,dss,sse,10816.18,9589.83,0.8,2
69,dss,crps,1020.35,945.71,0.8,2
70,dss,dss,1486.99,1446.56,0.8,2
71,dss,is1,5242.05,4968.42,0.8,2
72,is1,sse,6668.75,5900.65,0.8,2
73,is1,crps,834.48,767.54,0.8,2
74,is1,dss,1409.52,1326.7,0.8,2
75,is1,is1,4604.1,4392.92,0.8,2
76,sse,sse,6668.75,5900.65,0.8,2
77,sse,crps,834.48,767.54,0.8,2
78,sse,dss,1409.52,1326.7,0.8,2
79,sse,is1,4604.1,4392.92,0.8,2
0,crps,sse,7407.53,5353.19,0.0,3
1,crps,crps,860.67,732.28,0.0,3
2,crps,dss,1448.62,1243.43,0.0,3
3,crps,is1,4729.87,4178.53,0.0,3
4,dss,sse,7253.55,5454.76,0.0,3
5,dss,crps,843.52,745.14,0.0,3
6,dss,dss,1408.22,1259.6,0.0,3
7,dss,is1,4703.38,4227.47,0.0,3
8,is1,sse,7332.81,5448.89,0.0,3
9,is1,crps,858.98,741.21,0.0,3
10,is1,dss,1406.77,1273.06,0.0,3
11,is1,is1,4716.19,4177.41,0.0,3
12,sse,sse,7432.41,5376.36,0.0,3
13,sse,crps,855.48,738.73,0.0,3
14,sse,dss,1421.21,1258.92,0.0,3
15,sse,is1,4704.8,4209.94,0.0,3
16,crps,sse,7327.76,5411.53,0.1,3
17,crps,crps,849.18,744.97,0.1,3
18,crps,dss,1392.12,1278.86,0.1,3
19,crps,is1,4699.51,4220.43,0.1,3
20,dss,sse,6897.03,5750.89,0.1,3
21,dss,crps,818.19,775.32,0.1,3
22,dss,dss,1375.11,1293.71,0.1,3
23,dss,is1,4654.56,4276.45,0.1,3
24,is1,sse,7108.79,5588.47,0.1,3
25,is1,crps,831.71,763.85,0.1,3
26,is1,dss,1382.7,1289.15,0.1,3
27,is1,is1,4654.98,4249.47,0.1,3
28,sse,sse,7258.56,5493.93,0.1,3
29,sse,crps,838.23,758.52,0.1,3
30,sse,dss,1393.49,1285.2,0.1,3
31,sse,is1,4691.84,4244.4,0.1,3
32,crps,sse,7130.63,5563.17,0.3,3
33,crps,crps,833.19,761.04,0.3,3
34,crps,dss,1385.64,1287.46,0.3,3
35,crps,is1,4652.92,4248.44,0.3,3
36,dss,sse,6897.03,5750.89,0.3,3
37,dss,crps,818.19,775.32,0.3,3
38,dss,dss,1375.11,1293.71,0.3,3
39,dss,is1,4654.56,4276.45,0.3,3
40,is1,sse,6897.03,5750.89,0.3,3
41,is1,crps,818.19,775.32,0.3,3
42,is1,dss,1375.11,1293.71,0.3,3
43,is1,is1,4654.56,4276.45,0.3,3
44,sse,sse,7123.74,5553.03,0.3,3
45,sse,crps,832.04,761.4,0.3,3
46,sse,dss,1383.78,1287.76,0.3,3
47,sse,is1,4652.92,4247.4,0.3,3
48,crps,sse,6897.03,5750.89,0.5,3
49,crps,crps,818.19,775.32,0.5,3
50,crps,dss,1375.11,1293.71,0.5,3
51,crps,is1,4654.56,4276.45,0.5,3
52,dss,sse,6897.03,5750.89,0.5,3
53,dss,crps,818.19,775.32,0.5,3
54,dss,dss,1375.11,1293.71,0.5,3
55,dss,is1,4654.56,4276.45,0.5,3
56,is1,sse,6897.03,5750.89,0.5,3
57,is1,crps,818.19,775.32,0.5,3
58,is1,dss,1375.11,1293.71,0.5,3
59,is1,is1,4654.56,4276.45,0.5,3
60,sse,sse,7108.79,5588.47,0.5,3
61,sse,crps,831.71,763.85,0.5,3
62,sse,dss,1382.7,1289.15,0.5,3
63,sse,is1,4654.98,4249.47,0.5,3
64,crps,sse,6897.03,5750.89,0.8,3
65,crps,crps,818.19,775.32,0.8,3
66,crps,dss,1375.11,1293.71,0.8,3
67,crps,is1,4654.56,4276.45,0.8,3
68,dss,sse,11182.27,8895.59,0.8,3
69,dss,crps,1011.88,925.88,0.8,3
70,dss,dss,1514.15,1404.87,0.8,3
71,dss,is1,5234.57,4847.96,0.8,3
72,is1,sse,6897.03,5750.89,0.8,3
73,is1,crps,818.19,775.32,0.8,3
74,is1,dss,1375.11,1293.71,0.8,3
75,is1,is1,4654.56,4276.45,0.8,3
76,sse,sse,6897.03,5750.89,0.8,3
77,sse,crps,818.19,775.32,0.8,3
78,sse,dss,1375.11,1293.71,0.8,3
79,sse,is1,4654.56,4276.45,0.8,3
0,crps,sse,6471.76,5641.19,0.0,4
1,crps,crps,829.04,734.83,0.0,4
2,crps,dss,1675.13,1231.34,0.0,4
3,crps,is1,4617.81,4192.9,0.0,4
4,dss,sse,6435.81,5717.95,0.0,4
5,dss,crps,817.4,745.38,0.0,4
6,dss,dss,1350.89,1261.03,0.0,4
7,dss,is1,4590.34,4248.6,0.0,4
8,is1,sse,6521.31,5736.72,0.0,4
9,is1,crps,825.8,744.33,0.0,4
10,is1,dss,1674.92,1238.23,0.0,4
11,is1,is1,4617.25,4192.32,0.0,4
12,sse,sse,6478.07,5645.39,0.0,4
13,sse,crps,826.83,739.71,0.0,4
14,sse,dss,1467.39,1243.79,0.0,4
15,sse,is1,4628.31,4218.07,0.0,4
16,crps,sse,6391.34,5727.71,0.1,4
17,crps,crps,810.93,755.14,0.1,4
18,crps,dss,1329.97,1281.95,0.1,4
19,crps,is1,4565.8,4257.93,0.1,4
20,dss,sse,6324.8,5913.2,0.1,4
21,dss,crps,800.39,772.47,0.1,4
22,dss,dss,1319.55,1294.04,0.1,4
23,dss,is1,4555.0,4297.38,0.1,4
24,is1,sse,6324.8,5913.2,0.1,4
25,is1,crps,800.39,772.47,0.1,4
26,is1,dss,1319.55,1294.04,0.1,4
27,is1,is1,4555.0,4297.38,0.1,4
28,sse,sse,6417.39,5718.78,0.1,4
29,sse,crps,812.01,756.17,0.1,4
30,sse,dss,1327.6,1282.88,0.1,4
31,sse,is1,4580.04,4266.7,0.1,4
32,crps,sse,6324.8,5913.2,0.3,4
33,crps,crps,800.39,772.47,0.3,4
34,crps,dss,1319.55,1294.04,0.3,4
35,crps,is1,4555.0,4297.38,0.3,4
36,dss,sse,6324.8,5913.2,0.3,4
37,dss,crps,800.39,772.47,0.3,4
38,dss,dss,1319.55,1294.04,0.3,4
39,dss,is1,4555.0,4297.38,0.3,4
40,is1,sse,6324.8,5913.2,0.3,4
41,is1,crps,800.39,772.47,0.3,4
42,is1,dss,1319.55,1294.04,0.3,4
43,is1,is1,4555.0,4297.38,0.3,4
44,sse,sse,6324.8,5913.2,0.3,4
45,sse,crps,800.39,772.47,0.3,4
46,sse,dss,1319.55,1294.04,0.3,4
47,sse,is1,4555.0,4297.38,0.3,4
48,crps,sse,6324.8,5913.2,0.5,4
49,crps,crps,800.39,772.47,0.5,4
50,crps,dss,1319.55,1294.04,0.5,4
51,crps,is1,4555.0,4297.38,0.5,4
52,dss,sse,6324.8,5913.2,0.5,4
53,dss,crps,800.39,772.47,0.5,4
54,dss,dss,1319.55,1294.04,0.5,4
55,dss,is1,4555.0,4297.38,0.5,4
56,is1,sse,6324.8,5913.2,0.5,4
57,is1,crps,800.39,772.47,0.5,4
58,is1,dss,1319.55,1294.04,0.5,4
59,is1,is1,4555.0,4297.38,0.5,4
60,sse,sse,6324.8,5913.2,0.5,4
61,sse,crps,800.39,772.47,0.5,4
62,sse,dss,1319.55,1294.04,0.5,4
63,sse,is1,4555.0,4297.38,0.5,4
64,crps,sse,6324.8,5913.2,0.8,4
65,crps,crps,800.39,772.47,0.8,4
66,crps,dss,1319.55,1294.04,0.8,4
67,crps,is1,4555.0,4297.38,0.8,4
68,dss,sse,6324.8,5913.2,0.8,4
69,dss,crps,800.39,772.47,0.8,4
70,dss,dss,1319.55,1294.04,0.8,4
71,dss,is1,4555.0,4297.38,0.8,4
72,is1,sse,6324.8,5913.2,0.8,4
73,is1,crps,800.39,772.47,0.8,4
74,is1,dss,1319.55,1294.04,0.8,4
75,is1,is1,4555.0,4297.38,0.8,4
76,sse,sse,6324.8,5913.2,0.8,4
77,sse,crps,800.39,772.47,0.8,4
78,sse,dss,1319.55,1294.04,0.8,4
79,sse,is1,4555.0,4297.38,0.8,4
0,crps,sse,7926.27,4943.3,0.0,5
1,crps,crps,879.25,715.01,0.0,5
2,crps,dss,1421.79,1260.55,0.0,5
3,crps,is1,4930.91,4106.11,0.0,5
4,dss,sse,7745.65,5050.98,0.0,5
5,dss,crps,869.56,727.57,0.0,5
6,dss,dss,1388.49,1267.7,0.0,5
7,dss,is1,4824.82,4145.22,0.0,5
8,is1,sse,7693.27,5052.77,0.0,5
9,is1,crps,867.31,727.18,0.0,5
10,is1,dss,1381.29,1270.52,0.0,5
11,is1,is1,4811.43,4142.01,0.0,5
12,sse,sse,7788.3,5040.21,0.0,5
13,sse,crps,873.89,727.03,0.0,5
14,sse,dss,1388.47,1271.07,0.0,5
15,sse,is1,4830.83,4149.13,0.0,5
16,crps,sse,7873.9,4997.74,0.1,5
17,crps,crps,874.92,726.44,0.1,5
18,crps,dss,1411.38,1276.5,0.1,5
19,crps,is1,4888.26,4124.42,0.1,5
20,dss,sse,7683.31,5202.91,0.1,5
21,dss,crps,863.47,744.34,0.1,5
22,dss,dss,1372.03,1293.94,0.1,5
23,dss,is1,4808.22,4184.08,0.1,5
24,is1,sse,7683.31,5202.91,0.1,5
25,is1,crps,863.47,744.34,0.1,5
26,is1,dss,1372.03,1293.94,0.1,5
27,is1,is1,4808.22,4184.08,0.1,5
28,sse,sse,7732.08,5089.6,0.1,5
29,sse,crps,867.72,735.78,0.1,5
30,sse,dss,1374.55,1286.72,0.1,5
31,sse,is1,4814.6,4162.54,0.1,5
32,crps,sse,7683.31,5202.91,0.3,5
33,crps,crps,863.47,744.34,0.3,5
34,crps,dss,1372.03,1293.94,0.3,5
35,crps,is1,4808.22,4184.08,0.3,5
36,dss,sse,6876.43,5483.85,0.3,5
37,dss,crps,820.55,760.17,0.3,5
38,dss,dss,1337.66,1304.31,0.3,5
39,dss,is1,4705.56,4250.0,0.3,5
40,is1,sse,7683.31,5202.91,0.3,5
41,is1,crps,863.47,744.34,0.3,5
42,is1,dss,1372.03,1293.94,0.3,5
43,is1,is1,4808.22,4184.08,0.3,5
44,sse,sse,7683.31,5202.91,0.3,5
45,sse,crps,863.47,744.34,0.3,5
46,sse,dss,1372.03,1293.94,0.3,5
47,sse,is1,4808.22,4184.08,0.3,5
48,crps,sse,7683.31,5202.91,0.5,5
49,crps,crps,863.47,744.34,0.5,5
50,crps,dss,1372.03,1293.94,0.5,5
51,crps,is1,4808.22,4184.08,0.5,5
52,dss,sse,7412.47,6051.22,0.5,5
53,dss,crps,841.42,792.82,0.5,5
54,dss,dss,1344.56,1323.63,0.5,5
55,dss,is1,4741.86,4312.93,0.5,5
56,is1,sse,7412.47,6051.22,0.5,5
57,is1,crps,841.42,792.82,0.5,5
58,is1,dss,1344.56,1323.63,0.5,5
59,is1,is1,4741.86,4312.93,0.5,5
60,sse,sse,7683.31,5202.91,0.5,5
61,sse,crps,863.47,744.34,0.5,5
62,sse,dss,1372.03,1293.94,0.5,5
63,sse,is1,4808.22,4184.08,0.5,5
64,crps,sse,6876.43,5483.85,0.8,5
65,crps,crps,820.55,760.17,0.8,5
66,crps,dss,1337.66,1304.31,0.8,5
67,crps,is1,4705.56,4250.0,0.8,5
68,dss,sse,11335.4,8883.42,0.8,5
69,dss,crps,1013.99,930.57,0.8,5
70,dss,dss,1477.97,1418.59,0.8,5
71,dss,is1,5369.01,4741.72,0.8,5
72,is1,sse,7412.47,6051.22,0.8,5
73,is1,crps,841.42,792.82,0.8,5
74,is1,dss,1344.56,1323.63,0.8,5
75,is1,is1,4741.86,4312.93,0.8,5
76,sse,sse,7683.31,5202.91,0.8,5
77,sse,crps,863.47,744.34,0.8,5
78,sse,dss,1372.03,1293.94,0.8,5
79,sse,is1,4808.22,4184.08,0.8,5
0,crps,sse,5766.31,6742.99,0.0,6
1,crps,crps,783.96,800.94,0.0,6
2,crps,dss,1347.88,1312.62,0.0,6
3,crps,is1,4355.09,4592.79,0.0,6
4,dss,sse,5707.14,6745.24,0.0,6
5,dss,crps,774.36,804.25,0.0,6
6,dss,dss,1300.26,1316.39,0.0,6
7,dss,is1,4341.44,4587.1,0.0,6
8,is1,sse,5667.12,6727.57,0.0,6
9,is1,crps,773.89,804.81,0.0,6
10,is1,dss,1296.35,1322.99,0.0,6
11,is1,is1,4318.72,4550.26,0.0,6
12,sse,sse,5642.44,6702.82,0.0,6
13,sse,crps,763.56,804.63,0.0,6
14,sse,dss,1293.71,1325.06,0.0,6
15,sse,is1,4304.93,4574.95,0.0,6
16,crps,sse,5732.93,6791.68,0.1,6
17,crps,crps,772.11,813.49,0.1,6
18,crps,dss,1299.07,1329.55,0.1,6
19,crps,is1,4317.63,4616.3,0.1,6
20,dss,sse,5741.18,6792.02,0.1,6
21,dss,crps,770.67,818.17,0.1,6
22,dss,dss,1295.87,1335.99,0.1,6
23,dss,is1,4320.29,4618.96,0.1,6
24,is1,sse,5741.18,6792.02,0.1,6
25,is1,crps,770.67,818.17,0.1,6
26,is1,dss,1295.87,1335.99,0.1,6
27,is1,is1,4320.29,4618.96,0.1,6
28,sse,sse,5741.18,6792.02,0.1,6
29,sse,crps,770.67,818.17,0.1,6
30,sse,dss,1295.87,1335.99,0.1,6
31,sse,is1,4320.29,4618.96,0.1,6
32,crps,sse,5741.18,6792.02,0.3,6
33,crps,crps,770.67,818.17,0.3,6
34,crps,dss,1295.87,1335.99,0.3,6
35,crps,is1,4320.29,4618.96,0.3,6
36,dss,sse,6273.99,7346.92,0.3,6
37,dss,crps,795.28,845.33,0.3,6
38,dss,dss,1308.71,1352.84,0.3,6
39,dss,is1,4348.63,4679.57,0.3,6
40,is1,sse,5741.18,6792.02,0.3,6
41,is1,crps,770.67,818.17,0.3,6
42,is1,dss,1295.87,1335.99,0.3,6
43,is1,is1,4320.29,4618.96,0.3,6
44,sse,sse,5741.18,6792.02,0.3,6
45,sse,crps,770.67,818.17,0.3,6
46,sse,dss,1295.87,1335.99,0.3,6
47,sse,is1,4320.29,4618.96,0.3,6
48,crps,sse,5741.18,6792.02,0.5,6
49,crps,crps,770.67,818.17,0.5,6
50,crps,dss,1295.87,1335.99,0.5,6
51,crps,is1,4320.29,4618.96,0.5,6
52,dss,sse,6273.99,7346.92,0.5,6
53,dss,crps,795.28,845.33,0.5,6
54,dss,dss,1308.71,1352.84,0.5,6
55,dss,is1,4348.63,4679.57,0.5,6
56,is1,sse,6273.99,7346.92,0.5,6
57,is1,crps,795.28,845.33,0.5,6
58,is1,dss,1308.71,1352.84,0.5,6
59,is1,is1,4348.63,4679.57,0.5,6
60,sse,sse,5741.18,6792.02,0.5,6
61,sse,crps,770.67,818.17,0.5,6
62,sse,dss,1295.87,1335.99,0.5,6
63,sse,is1,4320.29,4618.96,0.5,6
64,crps,sse,5741.18,6792.02,0.8,6
65,crps,crps,770.67,818.17,0.8,6
66,crps,dss,1295.87,1335.99,0.8,6
67,crps,is1,4320.29,4618.96,0.8,6
68,dss,sse,6273.99,7346.92,0.8,6
69,dss,crps,795.28,845.33,0.8,6
70,dss,dss,1308.71,1352.84,0.8,6
71,dss,is1,4348.63,4679.57,0.8,6
72,is1,sse,6273.99,7346.92,0.8,6
73,is1,crps,795.28,845.33,0.8,6
74,is1,dss,1308.71,1352.84,0.8,6
75,is1,is1,4348.63,4679.57,0.8,6
76,sse,sse,5741.18,6792.02,0.8,6
77,sse,crps,770.67,818.17,0.8,6
78,sse,dss,1295.87,1335.99,0.8,6
79,sse,is1,4320.29,4618.96,0.8,6
0,crps,sse,6685.4,6598.51,0.0,7
1,crps,crps,836.84,784.35,0.0,7
2,crps,dss,1340.73,1311.66,0.0,7
3,crps,is1,4576.55,4536.7,0.0,7
4,dss,sse,5905.82,6851.93,0.0,7
5,dss,crps,790.9,801.52,0.0,7
6,dss,dss,1307.58,1316.42,0.0,7
7,dss,is1,4394.59,4554.51,0.0,7
8,is1,sse,5994.67,6842.07,0.0,7
9,is1,crps,795.75,799.71,0.0,7
10,is1,dss,1313.61,1317.49,0.0,7
11,is1,is1,4469.12,4503.01,0.0,7
12,sse,sse,6642.55,6607.09,0.0,7
13,sse,crps,829.13,790.95,0.0,7
14,sse,dss,1322.79,1314.41,0.0,7
15,sse,is1,4560.42,4544.94,0.0,7
16,crps,sse,6709.67,6653.66,0.1,7
17,crps,crps,834.27,798.28,0.1,7
18,crps,dss,1367.92,1343.09,0.1,7
19,crps,is1,4582.55,4558.98,0.1,7
20,dss,sse,5663.11,7097.19,0.1,7
21,dss,crps,767.56,829.45,0.1,7
22,dss,dss,1297.15,1341.12,0.1,7
23,dss,is1,4317.71,4620.98,0.1,7
24,is1,sse,6047.38,6897.59,0.1,7
25,is1,crps,797.44,809.24,0.1,7
26,is1,dss,1351.19,1343.03,0.1,7
27,is1,is1,4479.79,4524.54,0.1,7
28,sse,sse,6719.01,6673.4,0.1,7
29,sse,crps,834.27,801.83,0.1,7
30,sse,dss,1370.66,1345.96,0.1,7
31,sse,is1,4582.5,4560.14,0.1,7
32,crps,sse,5710.9,7116.56,0.3,7
