3113.28,3112.61,3253.37,3256.95,3148.28
3114.81,3086.69,3124.07,3130.22,3044.45
3113.56,3113.56,3220.21,3126.94,3113.56
3100.75,3100.75,3215.82,3187.52,3088.11
3087.92,3093.48,3206.36,3143.17,3157.67
3177.32,3147.7,3172.15,3203.6,3069.71
3126.08,3084.91,3149.97,3154.13,3125.83
3140.2,3130.18,3203.51,3155.99,3150.45
3172.55,3132.01,3171.42,3207.05,3106.83
3151.82,3109.99,3193.2,3177.28,3151.42
3143.17,3131.6,3168.55,3201.66,3131.6
3116.15,3101.39,3220.9,3292.36,3110.86
3155.9,3150.29,3247.6,3203.08,3155.9
3128.15,3103.46,3156.4,3197.46,3142.28
3151.1,3141.93,3215.93,3163.54,3148.88
3145.18,3149.99,3199.83,3225.56,3056.64
3086.64,3144.76,3156.83,3160.19,3100.69
3140.14,3131.99,3218.57,3170.02,3143.52
3123.61,3097.82,3186.56,3109.56,3097.82
3170.69,3174.42,3192.34,3252.05,3174.42
