11401.91,11622.66,11627.04,12010.36,11472.0
11512.01,11579.45,11619.15,11644.06,11520.18
11598.7,11744.47,11680.58,11840.28,11744.47
11462.37,11509.39,11613.05,11849.02,11494.71
11361.09,11386.69,11534.25,11834.05,11364.17
11414.01,11536.62,11420.3,11649.37,11452.05
11413.55,11501.47,11679.02,11618.8,11518.17
11446.74,11558.71,11658.17,11642.74,11539.73
11389.18,11431.58,11606.39,11632.07,11406.03
11550.35,11639.55,11758.78,11801.51,11617.21
11610.28,11615.55,11748.7,11666.91,11576.48
11668.92,11657.1,11831.56,11858.15,11674.81
11698.53,11714.46,11723.57,11837.36,11672.53
11305.16,11342.38,11590.79,11579.33,11326.58
11735.22,11705.32,11733.1,11824.15,11641.3
11457.96,11556.81,11603.05,11647.87,11535.54
11575.27,11735.55,11705.51,11702.68,11612.45
11476.44,11501.69,11578.15,11756.09,11490.94
11078.95,11304.51,11416.4,11659.65,11103.17
11596.57,11591.18,11630.62,11757.74,11566.13
