8861683.89,9242007.31,10308436.89,8116521.66,9637870.38
8852872.79,9245603.14,10437471.3,8502404.62,9203039.8
8833941.18,9239220.62,11203762.72,8211923.35,9551018.77
8876026.05,9284510.05,10703549.93,8235230.87,9616508.3
8881337.68,9208057.63,10687091.32,8256128.77,9528444.53
8829243.09,9235074.0,10743598.02,8067748.17,9647482.93
9063320.57,9287314.31,10801409.94,8220324.06,9605738.71
8869744.57,9231469.69,11142170.87,8270075.5,9664496.67
8847265.39,9288799.32,10498190.88,8555357.39,9541901.34
8854563.85,9169944.58,10415007.61,8437150.81,9601220.87
9045660.07,9229538.01,10757292.5,8508645.22,9178385.46
9032676.7,9265105.61,10445510.19,8233922.13,9640738.89
8863767.55,9298676.56,10648713.23,8252891.2,9597675.01
9063048.84,9276843.43,10446193.73,8141916.22,9268420.63
8838682.36,9268420.4,11256684.92,8166206.71,9581330.44
9056181.91,9185562.3,10499371.58,8224876.76,8442316.16
9043682.18,9260022.5,10451392.91,8536813.74,9535255.83
8832312.81,9262330.8,10513381.71,8586649.68,8991863.65
9063568.01,9260061.27,10841372.66,8239789.64,9061884.54
9031212.71,9251025.56,10559641.37,8520654.97,9178582.08
