595762.56,594052.2,594975.01,597345.9,595378.41
594797.64,593803.43,595058.08,597062.22,595185.37
595294.95,594319.69,595530.94,598335.99,595914.51
596311.14,594410.97,595376.43,597794.84,595850.89
596111.67,594414.32,595313.8,597456.46,595872.09
596022.56,594281.39,595296.38,598010.04,595866.54
596007.33,593977.49,595359.5,598062.84,595650.43
595644.52,594012.81,594855.6,597142.77,595332.27
596271.4,594400.64,595562.86,597933.25,596148.65
594716.32,593589.94,594391.09,597233.64,595145.74
594809.37,593420.22,594710.55,597266.91,595228.14
595607.1,594595.63,595510.25,598765.29,596168.12
594950.18,592993.69,594192.3,596987.24,594855.93
595854.03,594294.16,595863.19,598083.3,596222.79
595571.87,594937.13,595581.72,597965.73,595759.32
595943.91,594017.62,594510.41,597764.13,595710.09
594089.59,592924.35,594072.2,597043.46,594665.13
595574.13,593910.69,594837.5,597223.56,595560.95
595544.33,594452.39,595412.07,597728.65,595796.36
595116.93,594182.4,595180.49,597741.31,595675.59
