99230.02,99205.09,98916.83,99245.07,99230.02
99128.77,99153.46,99383.3,99301.16,99349.84
99145.2,99145.2,99166.46,99085.76,99145.2
99227.06,99227.06,99077.51,99095.55,99368.62
99218.89,99357.69,99084.98,99099.2,99720.15
98981.11,98895.88,98848.38,99327.42,99017.36
99041.22,99130.32,99081.8,99116.42,99117.1
99034.5,99158.24,98963.2,99065.82,99158.24
99190.44,99221.82,99037.72,99142.95,99215.11
98820.62,98824.57,98961.34,99219.49,98820.62
99424.47,99471.85,99306.29,99544.29,99471.85
99298.93,99367.56,99312.11,100519.08,100075.46
99082.77,99082.77,99059.83,99165.97,99082.77
99370.05,99515.02,99312.74,99492.14,99466.56
99108.32,99079.4,99279.52,99270.87,99119.46
99358.51,99435.54,98973.11,99370.72,99263.78
99165.44,99088.32,98963.45,99292.32,99165.44
99295.34,99148.72,99348.46,99422.52,99295.34
99076.64,99139.89,98954.92,99295.53,99139.89
98926.81,99038.3,98882.65,99269.86,99038.3
