94536.87,95259.37,94809.51,95990.14,95144.51
93938.26,93095.44,94262.37,95877.74,94031.54
93973.83,93500.16,94191.79,95666.55,94009.2
93552.21,94044.13,94317.4,95623.27,94113.64
94198.9,94331.64,94029.63,95893.44,94287.34
94047.84,95034.93,95342.19,95679.74,94453.89
94240.7,94147.7,94306.05,95360.4,94070.58
94749.05,94013.13,93878.98,95491.38,94856.92
93852.18,94727.86,95042.65,95686.89,94363.36
93589.38,94022.15,93546.69,95704.72,94038.59
93696.73,94349.86,94164.89,95596.52,93769.3
93788.09,93310.99,95127.08,95385.16,94138.21
93741.99,93478.82,94481.1,95559.56,93794.89
93721.47,93953.96,93628.62,95467.73,94102.41
93858.71,94765.2,93968.59,95644.74,94243.53
93964.55,94402.18,93840.39,96033.64,94187.83
94011.28,94015.78,94533.62,96145.94,94207.26
93429.86,93443.69,93938.68,95690.3,93608.44
93765.38,94037.88,94790.82,95696.58,94195.23
93892.69,94085.7,94175.57,96007.01,94113.44
