98389.74,98238.31,98208.44,98628.6
98389.74,98238.31,98208.44,98628.6
98389.74,98238.31,98208.44,98628.6
98389.74,98238.31,98208.44,98628.6
98389.74,98238.31,98208.44,98628.6
98389.74,98238.31,98208.44,98628.6
98389.74,98238.31,98208.44,98628.6
98389.74,98238.31,98208.44,98628.6
98389.74,98238.31,98208.44,98628.6
98389.74,98238.31,98208.44,98628.6
98389.74,98238.31,98208.44,98628.6
98389.74,98238.31,98208.44,98628.6
98389.74,98238.31,98208.44,98628.6
98389.74,98238.31,98208.44,98628.6
98389.74,98238.31,98208.44,98628.6
98389.74,98238.31,98208.44,98628.6
98389.74,98238.31,98208.44,98628.6
98389.74,98238.31,98208.44,98628.6
98389.74,98238.31,98208.44,98628.6
98389.74,98238.31,98208.44,98628.6
