2159.03,2164.74,2325.94,2265.62,2159.03
2099.64,2114.1,2221.13,2188.77,2160.59
2120.15,2120.15,2253.26,2122.7,2120.15
2096.24,2096.24,2233.98,2197.97,2242.4
2150.4,2114.29,2216.95,2158.69,2335.9
2174.24,2160.49,2205.41,2349.97,2297.09
2138.07,2105.17,2140.62,2140.63,2138.25
2145.53,2151.21,2226.71,2221.47,2151.21
2141.27,2164.54,2188.29,2207.55,2159.06
2138.61,2150.62,2251.15,2242.06,2138.61
2121.46,2126.68,2156.43,2206.07,2126.68
2090.23,2110.85,2242.77,2430.89,2304.26
2123.32,2123.32,2313.75,2195.15,2123.32
2120.37,2139.2,2154.5,2189.2,2133.2
2131.39,2133.16,2192.4,2184.16,2132.05
2157.56,2172.14,2185.29,2225.87,2215.01
2164.34,2127.84,2214.37,2165.92,2164.34
2169.34,2129.95,2267.87,2213.55,2169.34
2131.18,2138.94,2250.05,2231.2,2138.94
2193.37,2205.81,2255.96,2318.56,2205.81
