,Method,Metric,Train,Test,Threshold,Rep
66,crps,dss,-224.72,-1047.6,0.8,0
67,crps,is1,160.1,812.63,0.8,0
68,dss,sse,36.02,149.52,0.8,0
69,dss,crps,42.41,198.42,0.8,0
70,dss,dss,-196.85,-1016.97,0.8,0
71,dss,is1,176.29,813.97,0.8,0
72,is1,sse,35.87,149.72,0.8,0
73,is1,crps,42.23,198.57,0.8,0
74,is1,dss,-196.42,-1028.19,0.8,0
75,is1,is1,174.93,817.92,0.8,0
76,sse,sse,35.87,149.72,0.8,0
77,sse,crps,42.23,198.57,0.8,0
78,sse,dss,-196.42,-1028.19,0.8,0
79,sse,is1,174.93,817.92,0.8,0
0,crps,sse,30.72,162.99,0.0,1
1,crps,crps,36.03,197.09,0.0,1
2,crps,dss,-236.71,-999.7,0.0,1
3,crps,is1,149.46,788.05,0.0,1
4,dss,sse,30.73,165.13,0.0,1
5,dss,crps,36.32,200.08,0.0,1
6,dss,dss,-243.18,-1004.84,0.0,1
7,dss,is1,151.34,805.73,0.0,1
8,is1,sse,31.39,160.75,0.0,1
9,is1,crps,36.24,195.78,0.0,1
10,is1,dss,-215.86,-1010.59,0.0,1
11,is1,is1,148.34,794.89,0.0,1
12,sse,sse,30.28,170.87,0.0,1
13,sse,crps,36.44,204.0,0.0,1
14,sse,dss,-234.22,-916.08,0.0,1
15,sse,is1,152.6,839.61,0.0,1
16,crps,sse,30.72,162.99,0.1,1
17,crps,crps,36.03,197.09,0.1,1
18,crps,dss,-236.71,-999.7,0.1,1
19,crps,is1,149.46,788.05,0.1,1
20,dss,sse,30.8,164.99,0.1,1
21,dss,crps,36.41,199.53,0.1,1
22,dss,dss,-242.49,-1006.21,0.1,1
23,dss,is1,152.04,799.81,0.1,1
24,is1,sse,31.39,160.75,0.1,1
25,is1,crps,36.24,195.78,0.1,1
26,is1,dss,-215.86,-1010.59,0.1,1
27,is1,is1,148.34,794.89,0.1,1
28,sse,sse,30.28,170.87,0.1,1
29,sse,crps,36.44,204.0,0.1,1
30,sse,dss,-234.22,-916.08,0.1,1
31,sse,is1,152.6,839.61,0.1,1
32,crps,sse,30.72,162.99,0.3,1
33,crps,crps,36.03,197.09,0.3,1
34,crps,dss,-236.71,-999.7,0.3,1
35,crps,is1,149.46,788.05,0.3,1
36,dss,sse,31.55,165.05,0.3,1
37,dss,crps,38.16,202.77,0.3,1
38,dss,dss,-235.04,-1005.57,0.3,1
39,dss,is1,156.64,818.54,0.3,1
40,is1,sse,31.56,159.8,0.3,1
41,is1,crps,36.6,194.08,0.3,1
42,is1,dss,-214.14,-1020.04,0.3,1
43,is1,is1,149.27,793.73,0.3,1
44,sse,sse,30.35,170.73,0.3,1
45,sse,crps,36.54,203.44,0.3,1
46,sse,dss,-233.53,-917.45,0.3,1
47,sse,is1,153.3,833.69,0.3,1
48,crps,sse,30.77,163.99,0.5,1
49,crps,crps,36.29,198.31,0.5,1
50,crps,dss,-236.0,-980.28,0.5,1
51,crps,is1,150.27,802.89,0.5,1
52,dss,sse,31.55,165.05,0.5,1
53,dss,crps,38.16,202.77,0.5,1
54,dss,dss,-235.04,-1005.57,0.5,1
55,dss,is1,156.64,818.54,0.5,1
56,is1,sse,31.64,160.48,0.5,1
57,is1,crps,36.85,195.15,0.5,1
58,is1,dss,-213.15,-1003.91,0.5,1
59,is1,is1,150.55,804.38,0.5,1
60,sse,sse,30.52,170.71,0.5,1
61,sse,crps,36.88,204.62,0.5,1
62,sse,dss,-231.85,-917.66,0.5,1
63,sse,is1,154.56,843.21,0.5,1
64,crps,sse,30.97,162.73,0.8,1
65,crps,crps,36.72,196.06,0.8,1
66,crps,dss,-233.99,-992.82,0.8,1
67,crps,is1,151.07,800.67,0.8,1
68,dss,sse,34.56,147.96,0.8,1
69,dss,crps,40.82,197.07,0.8,1
70,dss,dss,-189.29,-1025.47,0.8,1
71,dss,is1,170.63,806.44,0.8,1
72,is1,sse,32.1,158.05,0.8,1
73,is1,crps,37.22,194.0,0.8,1
74,is1,dss,-208.94,-1053.02,0.8,1
75,is1,is1,152.57,797.46,0.8,1
76,sse,sse,31.55,165.52,0.8,1
77,sse,crps,38.73,205.45,0.8,1
78,sse,dss,-219.88,-905.21,0.8,1
79,sse,is1,157.91,851.9,0.8,1
0,crps,sse,26.18,185.86,0.0,2
1,crps,crps,32.67,206.27,0.0,2
2,crps,dss,-265.73,-1006.38,0.0,2
3,crps,is1,124.03,812.23,0.0,2
4,dss,sse,26.72,180.28,0.0,2
5,dss,crps,33.6,199.97,0.0,2
6,dss,dss,-260.25,-1030.28,0.0,2
7,dss,is1,125.67,769.72,0.0,2
8,is1,sse,29.53,158.62,0.0,2
9,is1,crps,34.43,196.02,0.0,2
10,is1,dss,-248.19,-1063.91,0.0,2
11,is1,is1,123.52,797.8,0.0,2
12,sse,sse,26.63,178.65,0.0,2
13,sse,crps,33.73,203.69,0.0,2
14,sse,dss,-259.32,-980.34,0.0,2
15,sse,is1,127.43,782.89,0.0,2
16,crps,sse,26.18,185.86,0.1,2
17,crps,crps,32.67,206.27,0.1,2
18,crps,dss,-265.73,-1006.38,0.1,2
19,crps,is1,124.03,812.23,0.1,2
20,dss,sse,26.81,180.18,0.1,2
21,dss,crps,33.88,200.81,0.1,2
22,dss,dss,-259.3,-1031.2,0.1,2
23,dss,is1,126.78,778.66,0.1,2
24,is1,sse,29.53,158.62,0.1,2
25,is1,crps,34.43,196.02,0.1,2
26,is1,dss,-248.19,-1063.91,0.1,2
27,is1,is1,123.52,797.8,0.1,2
28,sse,sse,26.63,178.65,0.1,2
29,sse,crps,33.73,203.69,0.1,2
30,sse,dss,-259.32,-980.34,0.1,2
31,sse,is1,127.43,782.89,0.1,2
32,crps,sse,26.26,185.77,0.3,2
33,crps,crps,32.91,207.05,0.3,2
34,crps,dss,-264.93,-1007.35,0.3,2
35,crps,is1,124.84,820.8,0.3,2
36,dss,sse,27.5,180.15,0.3,2
37,dss,crps,35.91,204.04,0.3,2
38,dss,dss,-248.54,-1053.94,0.3,2
39,dss,is1,137.42,805.06,0.3,2
40,is1,sse,30.5,147.39,0.3,2
41,is1,crps,35.3,190.65,0.3,2
42,is1,dss,-230.97,-1057.92,0.3,2
43,is1,is1,124.31,782.36,0.3,2
44,sse,sse,26.81,179.59,0.3,2
45,sse,crps,34.97,207.03,0.3,2
46,sse,dss,-254.87,-984.24,0.3,2
47,sse,is1,134.53,803.77,0.3,2
48,crps,sse,26.44,183.69,0.5,2
49,crps,crps,33.08,205.19,0.5,2
50,crps,dss,-263.12,-1028.49,0.5,2
51,crps,is1,125.18,816.96,0.5,2
52,dss,sse,27.5,180.15,0.5,2
53,dss,crps,35.91,204.04,0.5,2
54,dss,dss,-248.54,-1053.94,0.5,2
55,dss,is1,137.42,805.06,0.5,2
56,is1,sse,30.57,147.49,0.5,2
57,is1,crps,35.56,191.49,0.5,2
58,is1,dss,-230.3,-1056.98,0.5,2
59,is1,is1,125.78,789.59,0.5,2
60,sse,sse,26.81,179.59,0.5,2
61,sse,crps,34.97,207.03,0.5,2
62,sse,dss,-254.87,-984.24,0.5,2
63,sse,is1,134.53,803.77,0.5,2
64,crps,sse,26.77,182.55,0.8,2
65,crps,crps,33.73,202.39,0.8,2
66,crps,dss,-257.45,-1051.41,0.8,2
67,crps,is1,125.87,810.16,0.8,2
68,dss,sse,27.5,180.15,0.8,2
69,dss,crps,35.91,204.04,0.8,2
70,dss,dss,-248.54,-1053.94,0.8,2
71,dss,is1,137.42,805.06,0.8,2
72,is1,sse,30.57,147.49,0.8,2
73,is1,crps,35.56,191.49,0.8,2
74,is1,dss,-230.3,-1056.98,0.8,2
75,is1,is1,125.78,789.59,0.8,2
76,sse,sse,27.47,177.24,0.8,2
77,sse,crps,35.9,205.19,0.8,2
78,sse,dss,-248.2,-1007.9,0.8,2
79,sse,is1,138.45,802.36,0.8,2
0,crps,sse,21.8,146.67,0.0,3
1,crps,crps,31.51,189.29,0.0,3
2,crps,dss,-279.36,-1069.1,0.0,3
3,crps,is1,129.11,772.8,0.0,3
4,dss,sse,21.27,151.16,0.0,3
5,dss,crps,31.04,195.02,0.0,3
6,dss,dss,-283.45,-1036.84,0.0,3
7,dss,is1,128.42,771.21,0.0,3
8,is1,sse,21.62,149.39,0.0,3
9,is1,crps,31.56,191.13,0.0,3
10,is1,dss,-275.17,-1085.6,0.0,3
11,is1,is1,128.07,764.16,0.0,3
12,sse,sse,20.53,154.96,0.0,3
13,sse,crps,31.02,197.31,0.0,3
14,sse,dss,-281.81,-1037.45,0.0,3
15,sse,is1,128.44,806.64,0.0,3
16,crps,sse,21.8,146.67,0.1,3
17,crps,crps,31.51,189.29,0.1,3
18,crps,dss,-279.36,-1069.1,0.1,3
19,crps,is1,129.11,772.8,0.1,3
20,dss,sse,21.27,151.16,0.1,3
21,dss,crps,31.04,195.02,0.1,3
22,dss,dss,-283.45,-1036.84,0.1,3
23,dss,is1,128.42,771.21,0.1,3
24,is1,sse,21.62,149.39,0.1,3
25,is1,crps,31.56,191.13,0.1,3
26,is1,dss,-275.17,-1085.6,0.1,3
27,is1,is1,128.07,764.16,0.1,3
28,sse,sse,20.53,154.96,0.1,3
29,sse,crps,31.02,197.31,0.1,3
30,sse,dss,-281.81,-1037.45,0.1,3
31,sse,is1,128.44,806.64,0.1,3
32,crps,sse,21.8,146.67,0.3,3
33,crps,crps,31.51,189.29,0.3,3
34,crps,dss,-279.36,-1069.1,0.3,3
35,crps,is1,129.11,772.8,0.3,3
36,dss,sse,21.42,150.46,0.3,3
37,dss,crps,31.26,193.97,0.3,3
38,dss,dss,-281.95,-1043.83,0.3,3
39,dss,is1,129.35,766.5,0.3,3
40,is1,sse,21.62,149.39,0.3,3
41,is1,crps,31.56,191.13,0.3,3
42,is1,dss,-275.17,-1085.6,0.3,3
43,is1,is1,128.07,764.16,0.3,3
44,sse,sse,20.53,154.96,0.3,3
45,sse,crps,31.02,197.31,0.3,3
46,sse,dss,-281.81,-1037.45,0.3,3
47,sse,is1,128.44,806.64,0.3,3
48,crps,sse,21.83,146.76,0.5,3
49,crps,crps,31.61,188.99,0.5,3
50,crps,dss,-279.08,-1068.16,0.5,3
51,crps,is1,129.23,774.38,0.5,3
52,dss,sse,22.39,149.72,0.5,3
53,dss,crps,33.42,196.3,0.5,3
54,dss,dss,-272.16,-1051.17,0.5,3
55,dss,is1,136.86,788.14,0.5,3
56,is1,sse,21.63,148.89,0.5,3
57,is1,crps,31.9,192.48,0.5,3
58,is1,dss,-269.37,-983.68,0.5,3
59,is1,is1,129.63,777.48,0.5,3
60,sse,sse,20.53,154.96,0.5,3
61,sse,crps,31.02,197.31,0.5,3
62,sse,dss,-281.81,-1037.45,0.5,3
63,sse,is1,128.44,806.64,0.5,3
64,crps,sse,21.83,146.76,0.8,3
65,crps,crps,31.61,188.99,0.8,3
66,crps,dss,-279.08,-1068.16,0.8,3
67,crps,is1,129.23,774.38,0.8,3
68,dss,sse,22.51,147.74,0.8,3
69,dss,crps,34.02,192.53,0.8,3
70,dss,dss,-266.8,-1102.37,0.8,3
71,dss,is1,138.99,780.69,0.8,3
72,is1,sse,21.63,148.89,0.8,3
73,is1,crps,31.9,192.48,0.8,3
74,is1,dss,-269.37,-983.68,0.8,3
75,is1,is1,129.63,777.48,0.8,3
76,sse,sse,20.87,150.7,0.8,3
77,sse,crps,31.46,195.77,0.8,3
78,sse,dss,-273.38,-969.38,0.8,3
79,sse,is1,130.26,781.62,0.8,3
0,crps,sse,32.66,153.69,0.0,4
1,crps,crps,35.94,191.39,0.0,4
2,crps,dss,-246.59,-1063.63,0.0,4
3,crps,is1,145.26,771.97,0.0,4
4,dss,sse,32.7,156.71,0.0,4
5,dss,crps,36.12,191.86,0.0,4
6,dss,dss,-246.77,-1048.03,0.0,4
7,dss,is1,146.26,780.42,0.0,4
8,is1,sse,32.57,156.22,0.0,4
9,is1,crps,35.92,192.34,0.0,4
10,is1,dss,-245.01,-1054.48,0.0,4
11,is1,is1,144.81,795.67,0.0,4
12,sse,sse,32.53,152.82,0.0,4
13,sse,crps,35.94,191.02,0.0,4
14,sse,dss,-246.5,-1063.81,0.0,4
15,sse,is1,145.81,766.15,0.0,4
16,crps,sse,32.66,153.69,0.1,4
17,crps,crps,35.94,191.39,0.1,4
18,crps,dss,-246.59,-1063.63,0.1,4
19,crps,is1,145.26,771.97,0.1,4
20,dss,sse,33.19,154.77,0.1,4
21,dss,crps,36.65,189.65,0.1,4
22,dss,dss,-244.12,-1062.28,0.1,4
23,dss,is1,147.38,777.55,0.1,4
24,is1,sse,32.58,156.17,0.1,4
25,is1,crps,35.96,192.08,0.1,4
26,is1,dss,-244.94,-1054.94,0.1,4
27,is1,is1,144.98,794.08,0.1,4
28,sse,sse,32.55,152.72,0.1,4
29,sse,crps,36.02,190.79,0.1,4
30,sse,dss,-246.32,-1064.85,0.1,4
31,sse,is1,146.19,766.32,0.1,4
32,crps,sse,32.87,152.32,0.3,4
33,crps,crps,36.28,189.83,0.3,4
34,crps,dss,-244.53,-1077.3,0.3,4
35,crps,is1,146.25,769.73,0.3,4
36,dss,sse,34.08,155.56,0.3,4
37,dss,crps,38.63,196.68,0.3,4
38,dss,dss,-234.03,-1059.15,0.3,4
39,dss,is1,157.07,800.65,0.3,4
40,is1,sse,34.39,146.65,0.3,4
41,is1,crps,37.53,185.24,0.3,4
42,is1,dss,-235.52,-1111.22,0.3,4
43,is1,is1,147.09,765.02,0.3,4
44,sse,sse,32.74,151.4,0.3,4
45,sse,crps,36.28,189.43,0.3,4
46,sse,dss,-244.42,-1078.07,0.3,4
47,sse,is1,146.87,763.59,0.3,4
48,crps,sse,33.04,150.6,0.5,4
49,crps,crps,36.44,188.42,0.5,4
50,crps,dss,-241.7,-1099.29,0.5,4
51,crps,is1,147.03,747.76,0.5,4
52,dss,sse,35.52,146.95,0.5,4
53,dss,crps,39.59,191.74,0.5,4
54,dss,dss,-227.39,-1116.11,0.5,4
55,dss,is1,157.71,785.09,0.5,4
56,is1,sse,34.39,146.65,0.5,4
57,is1,crps,37.53,185.24,0.5,4
58,is1,dss,-235.52,-1111.22,0.5,4
59,is1,is1,147.09,765.02,0.5,4
60,sse,sse,32.74,151.4,0.5,4
61,sse,crps,36.28,189.43,0.5,4
62,sse,dss,-244.42,-1078.07,0.5,4
63,sse,is1,146.87,763.59,0.5,4
64,crps,sse,33.04,150.6,0.8,4
65,crps,crps,36.44,188.42,0.8,4
66,crps,dss,-241.7,-1099.29,0.8,4
67,crps,is1,147.03,747.76,0.8,4
68,dss,sse,35.52,146.95,0.8,4
69,dss,crps,39.59,191.74,0.8,4
70,dss,dss,-227.39,-1116.11,0.8,4
71,dss,is1,157.71,785.09,0.8,4
72,is1,sse,34.69,144.07,0.8,4
73,is1,crps,37.81,183.05,0.8,4
74,is1,dss,-231.39,-1141.87,0.8,4
75,is1,is1,148.69,740.54,0.8,4
76,sse,sse,32.74,151.4,0.8,4
77,sse,crps,36.28,189.43,0.8,4
78,sse,dss,-244.42,-1078.07,0.8,4
79,sse,is1,146.87,763.59,0.8,4
0,crps,sse,25.8,159.01,0.0,5
1,crps,crps,33.14,200.48,0.0,5
2,crps,dss,-265.84,-1059.85,0.0,5
3,crps,is1,142.8,826.43,0.0,5
4,dss,sse,25.34,154.36,0.0,5
5,dss,crps,32.82,199.08,0.0,5
6,dss,dss,-267.71,-1069.35,0.0,5
7,dss,is1,140.09,804.61,0.0,5
8,is1,sse,26.7,154.36,0.0,5
9,is1,crps,33.49,199.17,0.0,5
10,is1,dss,-264.21,-1063.17,0.0,5
11,is1,is1,140.39,805.42,0.0,5
12,sse,sse,25.03,155.06,0.0,5
13,sse,crps,32.8,198.04,0.0,5
14,sse,dss,-269.23,-1067.54,0.0,5
15,sse,is1,141.84,799.52,0.0,5
16,crps,sse,25.8,159.01,0.1,5
17,crps,crps,33.14,200.48,0.1,5
18,crps,dss,-265.84,-1059.85,0.1,5
19,crps,is1,142.8,826.43,0.1,5
20,dss,sse,25.39,154.01,0.1,5
21,dss,crps,33.07,197.7,0.1,5
22,dss,dss,-267.27,-1072.86,0.1,5
23,dss,is1,140.52,796.24,0.1,5
24,is1,sse,26.7,154.36,0.1,5
25,is1,crps,33.49,199.17,0.1,5
26,is1,dss,-264.21,-1063.17,0.1,5
27,is1,is1,140.39,805.42,0.1,5
28,sse,sse,25.03,155.06,0.1,5
29,sse,crps,32.8,198.04,0.1,5
30,sse,dss,-269.23,-1067.54,0.1,5
31,sse,is1,141.84,799.52,0.1,5
32,crps,sse,25.8,159.01,0.3,5
33,crps,crps,33.14,200.48,0.3,5
34,crps,dss,-265.84,-1059.85,0.3,5
35,crps,is1,142.8,826.43,0.3,5
36,dss,sse,28.01,146.91,0.3,5
37,dss,crps,35.34,190.46,0.3,5
38,dss,dss,-255.96,-1113.33,0.3,5
39,dss,is1,149.01,779.56,0.3,5
40,is1,sse,26.7,154.36,0.3,5
41,is1,crps,33.49,199.17,0.3,5
42,is1,dss,-264.21,-1063.17,0.3,5
43,is1,is1,140.39,805.42,0.3,5
44,sse,sse,25.05,155.28,0.3,5
45,sse,crps,33.0,197.24,0.3,5
46,sse,dss,-269.03,-1065.34,0.3,5
47,sse,is1,141.95,799.4,0.3,5
48,crps,sse,25.8,159.01,0.5,5
49,crps,crps,33.14,200.48,0.5,5
50,crps,dss,-265.84,-1059.85,0.5,5
51,crps,is1,142.8,826.43,0.5,5
52,dss,sse,28.64,148.55,0.5,5
53,dss,crps,36.54,193.63,0.5,5
54,dss,dss,-249.73,-1096.88,0.5,5
55,dss,is1,153.03,796.91,0.5,5
56,is1,sse,27.08,151.46,0.5,5
57,is1,crps,34.32,196.52,0.5,5
58,is1,dss,-260.44,-1092.14,0.5,5
59,is1,is1,143.52,790.73,0.5,5
60,sse,sse,25.05,155.28,0.5,5
61,sse,crps,33.0,197.24,0.5,5
62,sse,dss,-269.03,-1065.34,0.5,5
63,sse,is1,141.95,799.4,0.5,5
64,crps,sse,25.94,159.25,0.8,5
65,crps,crps,33.41,200.79,0.8,5
66,crps,dss,-264.5,-1057.48,0.8,5
67,crps,is1,144.1,812.1,0.8,5
68,dss,sse,28.64,148.55,0.8,5
69,dss,crps,36.54,193.63,0.8,5
70,dss,dss,-249.73,-1096.88,0.8,5
71,dss,is1,153.03,796.91,0.8,5
72,is1,sse,27.7,146.69,0.8,5
73,is1,crps,34.86,192.18,0.8,5
74,is1,dss,-258.33,-1110.61,0.8,5
75,is1,is1,144.19,786.74,0.8,5
76,sse,sse,25.39,152.8,0.8,5
77,sse,crps,33.59,195.97,0.8,5
78,sse,dss,-265.64,-1090.13,0.8,5
79,sse,is1,144.51,792.47,0.8,5
0,crps,sse,26.54,161.07,0.0,6
1,crps,crps,33.15,197.46,0.0,6
2,crps,dss,-260.52,-1073.73,0.0,6
3,crps,is1,138.81,793.15,0.0,6
4,dss,sse,27.2,156.33,0.0,6
5,dss,crps,33.06,200.1,0.0,6
6,dss,dss,-271.38,-1035.98,0.0,6
7,dss,is1,140.3,801.4,0.0,6
8,is1,sse,26.94,160.89,0.0,6
9,is1,crps,33.58,197.82,0.0,6
10,is1,dss,-257.14,-1045.92,0.0,6
11,is1,is1,138.26,793.34,0.0,6
12,sse,sse,26.61,161.07,0.0,6
13,sse,crps,33.41,197.84,0.0,6
14,sse,dss,-259.82,-1073.69,0.0,6
15,sse,is1,139.17,804.42,0.0,6
16,crps,sse,26.54,161.07,0.1,6
17,crps,crps,33.15,197.46,0.1,6
18,crps,dss,-260.52,-1073.73,0.1,6
19,crps,is1,138.81,793.15,0.1,6
20,dss,sse,27.38,156.17,0.1,6
21,dss,crps,33.47,199.7,0.1,6
22,dss,dss,-269.57,-1037.56,0.1,6
23,dss,is1,141.93,797.98,0.1,6
24,is1,sse,26.95,160.86,0.1,6
25,is1,crps,33.85,196.73,0.1,6
26,is1,dss,-256.99,-1046.28,0.1,6
27,is1,is1,138.6,794.4,0.1,6
28,sse,sse,26.72,161.12,0.1,6
29,sse,crps,33.71,197.85,0.1,6
30,sse,dss,-258.74,-1073.2,0.1,6
31,sse,is1,140.46,799.2,0.1,6
32,crps,sse,26.54,161.07,0.3,6
33,crps,crps,33.15,197.46,0.3,6
34,crps,dss,-260.52,-1073.73,0.3,6
35,crps,is1,138.81,793.15,0.3,6
36,dss,sse,28.04,157.98,0.3,6
37,dss,crps,34.96,205.3,0.3,6
38,dss,dss,-262.98,-1019.39,0.3,6
39,dss,is1,148.71,829.32,0.3,6
40,is1,sse,27.02,160.93,0.3,6
41,is1,crps,33.95,196.57,0.3,6
42,is1,dss,-256.32,-1045.6,0.3,6
43,is1,is1,138.92,796.64,0.3,6
44,sse,sse,26.72,161.12,0.3,6
45,sse,crps,33.71,197.85,0.3,6
46,sse,dss,-258.74,-1073.2,0.3,6
47,sse,is1,140.46,799.2,0.3,6
48,crps,sse,26.61,160.77,0.5,6
49,crps,crps,33.37,196.5,0.5,6
50,crps,dss,-259.76,-1076.65,0.5,6
51,crps,is1,140.34,783.81,0.5,6
52,dss,sse,28.77,153.28,0.5,6
53,dss,crps,35.77,200.56,0.5,6
54,dss,dss,-255.75,-1048.32,0.5,6
55,dss,is1,150.02,825.93,0.5,6
56,is1,sse,27.09,160.64,0.5,6
57,is1,crps,34.17,195.6,0.5,6
58,is1,dss,-255.56,-1048.51,0.5,6
59,is1,is1,140.45,787.3,0.5,6
60,sse,sse,26.89,160.69,0.5,6
61,sse,crps,33.97,197.0,0.5,6
62,sse,dss,-257.04,-1077.53,0.5,6
63,sse,is1,140.82,801.63,0.5,6
64,crps,sse,26.94,160.08,0.8,6
65,crps,crps,33.91,194.66,0.8,6
66,crps,dss,-256.54,-1083.61,0.8,6
67,crps,is1,140.73,786.16,0.8,6
68,dss,sse,29.59,148.81,0.8,6
69,dss,crps,36.9,193.58,0.8,6
70,dss,dss,-247.52,-1093.08,0.8,6
71,dss,is1,157.76,804.16,0.8,6
72,is1,sse,27.81,153.61,0.8,6
73,is1,crps,34.5,192.22,0.8,6
74,is1,dss,-252.88,-1087.54,0.8,6
75,is1,is1,141.22,778.7,0.8,6
76,sse,sse,26.89,160.69,0.8,6
77,sse,crps,33.97,197.0,0.8,6
78,sse,dss,-257.04,-1077.53,0.8,6
79,sse,is1,140.82,801.63,0.8,6
0,crps,sse,22.26,151.55,0.0,7
1,crps,crps,31.13,195.15,0.0,7
2,crps,dss,-258.6,-978.6,0.0,7
3,crps,is1,143.13,785.35,0.0,7
4,dss,sse,22.57,150.36,0.0,7
5,dss,crps,31.75,191.62,0.0,7
6,dss,dss,-258.34,-963.18,0.0,7
7,dss,is1,144.26,763.69,0.0,7
8,is1,sse,22.88,152.08,0.0,7
9,is1,crps,31.95,194.08,0.0,7
10,is1,dss,-250.23,-990.52,0.0,7
11,is1,is1,141.98,777.37,0.0,7
12,sse,sse,21.91,154.56,0.0,7
13,sse,crps,31.53,196.34,0.0,7
14,sse,dss,-261.78,-942.35,0.0,7
15,sse,is1,141.97,791.7,0.0,7
16,crps,sse,22.26,151.55,0.1,7
17,crps,crps,31.13,195.15,0.1,7
18,crps,dss,-258.6,-978.6,0.1,7
19,crps,is1,143.13,785.35,0.1,7
20,dss,sse,22.57,150.36,0.1,7
21,dss,crps,31.75,191.62,0.1,7
22,dss,dss,-258.34,-963.18,0.1,7
23,dss,is1,144.26,763.69,0.1,7
24,is1,sse,22.88,152.08,0.1,7
25,is1,crps,31.95,194.08,0.1,7
26,is1,dss,-250.23,-990.52,0.1,7
27,is1,is1,141.98,777.37,0.1,7
28,sse,sse,21.91,154.56,0.1,7
29,sse,crps,31.53,196.34,0.1,7
30,sse,dss,-261.78,-942.35,0.1,7
31,sse,is1,141.97,791.7,0.1,7
32,crps,sse,22.26,151.55,0.3,7
33,crps,crps,31.13,195.15,0.3,7
34,crps,dss,-258.6,-978.6,0.3,7
35,crps,is1,143.13,785.35,0.3,7
36,dss,sse,22.66,149.7,0.3,7
37,dss,crps,32.52,193.53,0.3,7
38,dss,dss,-251.08,-946.35,0.3,7
39,dss,is1,147.25,780.41,0.3,7
40,is1,sse,22.88,152.08,0.3,7
41,is1,crps,31.95,194.08,0.3,7
42,is1,dss,-250.23,-990.52,0.3,7
43,is1,is1,141.98,777.37,0.3,7
44,sse,sse,22.63,151.55,0.3,7
45,sse,crps,32.84,193.92,0.3,7
46,sse,dss,-250.41,-977.09,0.3,7
47,sse,is1,147.26,789.57,0.3,7
48,crps,sse,22.26,151.55,0.5,7
49,crps,crps,31.13,195.15,0.5,7
50,crps,dss,-258.6,-978.6,0.5,7
51,crps,is1,143.13,785.35,0.5,7
52,dss,sse,22.91,149.92,0.5,7
53,dss,crps,32.86,193.59,0.5,7
