,Method,Metric,Train,Test,Threshold,Rep
0,crps,sse,191.23,339.21,0.0,0
1,crps,crps,192.02,270.19,0.0,0
2,crps,dss,-622.51,-533.29,0.0,0
3,crps,is1,2451.72,3275.8,0.0,0
4,dss,sse,192.28,335.15,0.0,0
5,dss,crps,192.31,269.25,0.0,0
6,dss,dss,-634.04,-555.44,0.0,0
7,dss,is1,2451.73,3278.61,0.0,0
8,is1,sse,186.9,353.8,0.0,0
9,is1,crps,191.01,275.5,0.0,0
10,is1,dss,-553.37,-343.38,0.0,0
11,is1,is1,2443.65,3283.72,0.0,0
12,sse,sse,184.06,346.25,0.0,0
13,sse,crps,189.77,271.61,0.0,0
14,sse,dss,-601.91,-429.82,0.0,0
15,sse,is1,2447.17,3276.19,0.0,0
16,crps,sse,212.8,367.01,0.1,0
17,crps,crps,201.37,277.64,0.1,0
18,crps,dss,-488.86,-310.9,0.1,0
19,crps,is1,2492.69,3308.55,0.1,0
20,dss,sse,193.75,341.99,0.1,0
21,dss,crps,193.79,268.79,0.1,0
22,dss,dss,-592.83,-441.28,0.1,0
23,dss,is1,2454.79,3276.83,0.1,0
24,is1,sse,219.07,400.99,0.1,0
25,is1,crps,204.56,289.47,0.1,0
26,is1,dss,-401.65,-162.35,0.1,0
27,is1,is1,2460.61,3291.57,0.1,0
28,sse,sse,209.31,377.86,0.1,0
29,sse,crps,200.29,281.94,0.1,0
30,sse,dss,-492.56,-297.68,0.1,0
31,sse,is1,2494.89,3347.49,0.1,0
0,crps,sse,201.41,345.29,0.0,1
1,crps,crps,190.32,270.11,0.0,1
2,crps,dss,-585.46,-422.47,0.0,1
3,crps,is1,2531.13,3290.18,0.0,1
4,dss,sse,202.24,346.01,0.0,1
5,dss,crps,190.38,269.86,0.0,1
6,dss,dss,-592.74,-394.63,0.0,1
7,dss,is1,2529.98,3291.69,0.0,1
8,is1,sse,261.98,466.43,0.0,1
9,is1,crps,205.33,304.98,0.0,1
10,is1,dss,-401.81,-21.78,0.0,1
11,is1,is1,2511.38,3273.26,0.0,1
12,sse,sse,202.04,346.38,0.0,1
13,sse,crps,191.42,270.45,0.0,1
14,sse,dss,-575.69,-439.75,0.0,1
15,sse,is1,2533.39,3289.21,0.0,1
16,crps,sse,203.59,346.37,0.1,1
17,crps,crps,193.34,267.36,0.1,1
18,crps,dss,-567.56,-451.59,0.1,1
19,crps,is1,2536.91,3281.4,0.1,1
20,dss,sse,203.59,346.37,0.1,1
21,dss,crps,193.34,267.36,0.1,1
22,dss,dss,-567.56,-451.59,0.1,1
23,dss,is1,2536.91,3281.4,0.1,1
24,is1,sse,268.06,477.47,0.1,1
25,is1,crps,208.24,305.15,0.1,1
26,is1,dss,-127.05,252.96,0.1,1
27,is1,is1,2520.25,3265.09,0.1,1
28,sse,sse,203.59,346.37,0.1,1
29,sse,crps,193.34,267.36,0.1,1
30,sse,dss,-567.56,-451.59,0.1,1
31,sse,is1,2536.91,3281.4,0.1,1
