5382592.77,5391123.24,5382592.77,5427688.43
5382592.77,5391123.24,5382592.77,5427688.43
5382592.77,5391123.24,5382592.77,5427688.43
5382592.77,5391123.24,5382592.77,5427688.43
5382592.77,5391123.24,5382592.77,5427688.43
5382592.77,5391123.24,5382592.77,5427688.43
5382592.77,5391123.24,5382592.77,5427688.43
5382592.77,5391123.24,5382592.77,5427688.43
5382592.77,5391123.24,5382592.77,5427688.43
5382592.77,5391123.24,5382592.77,5427688.43
5382592.77,5391123.24,5382592.77,5427688.43
5382592.77,5391123.24,5382592.77,5427688.43
5382592.77,5391123.24,5382592.77,5427688.43
5382592.77,5391123.24,5382592.77,5427688.43
5382592.77,5391123.24,5382592.77,5427688.43
5382592.77,5391123.24,5382592.77,5427688.43
5382592.77,5391123.24,5382592.77,5427688.43
5382592.77,5391123.24,5382592.77,5427688.43
5382592.77,5391123.24,5382592.77,5427688.43
5382592.77,5391123.24,5382592.77,5427688.43
