2998.65,3017.07,3129.97,3057.26
2998.65,3017.07,3129.97,3057.26
2998.65,3017.07,3129.97,3057.26
2998.65,3017.07,3129.97,3057.26
2998.65,3017.07,3129.97,3057.26
2998.65,3017.07,3129.97,3057.26
2998.65,3017.07,3129.97,3057.26
2998.65,3017.07,3129.97,3057.26
2998.65,3017.07,3129.97,3057.26
2998.65,3017.07,3129.97,3057.26
2998.65,3017.07,3129.97,3057.26
2998.65,3017.07,3129.97,3057.26
2998.65,3017.07,3129.97,3057.26
2998.65,3017.07,3129.97,3057.26
2998.65,3017.07,3129.97,3057.26
2998.65,3017.07,3129.97,3057.26
2998.65,3017.07,3129.97,3057.26
2998.65,3017.07,3129.97,3057.26
2998.65,3017.07,3129.97,3057.26
2998.65,3017.07,3129.97,3057.26
