23443.94,23556.44,21233.82,23443.94
23443.94,23556.44,21233.82,23443.94
23443.94,23556.44,21233.82,23443.94
23443.94,23556.44,21233.82,23443.94
23443.94,23556.44,21233.82,23443.94
23443.94,23556.44,21233.82,23443.94
23443.94,23556.44,21233.82,23443.94
23443.94,23556.44,21233.82,23443.94
23443.94,23556.44,21233.82,23443.94
23443.94,23556.44,21233.82,23443.94
23443.94,23556.44,21233.82,23443.94
23443.94,23556.44,21233.82,23443.94
23443.94,23556.44,21233.82,23443.94
23443.94,23556.44,21233.82,23443.94
23443.94,23556.44,21233.82,23443.94
23443.94,23556.44,21233.82,23443.94
23443.94,23556.44,21233.82,23443.94
23443.94,23556.44,21233.82,23443.94
23443.94,23556.44,21233.82,23443.94
23443.94,23556.44,21233.82,23443.94
