20394.56,20402.05,24120.76,22198.84,20394.56
19242.14,19285.26,21098.94,20650.79,20066.95
20043.88,20043.88,22749.29,20128.88,20043.88
19407.3,19407.3,22430.79,20853.96,21533.77
20144.6,19967.3,21809.0,20654.97,24333.56
20661.19,20520.79,21083.33,23902.8,22514.45
20116.73,19383.88,20111.69,19931.48,19800.74
20289.59,20170.26,21654.2,21613.69,20170.26
20284.58,20454.72,20867.86,21080.67,20139.78
20136.96,20272.64,22365.89,21670.85,20136.96
19751.48,19550.74,20297.85,20864.78,19550.74
19553.26,19782.05,22548.83,26361.36,23603.07
19810.72,19810.72,23471.98,20863.27,19810.72
20019.44,20402.1,20614.2,20954.11,20016.33
19615.64,19769.27,21022.74,20635.75,19572.35
20750.84,21010.96,20998.14,21684.56,21215.13
20190.93,19728.02,21157.84,20471.68,20190.93
20215.81,19874.6,22845.18,21124.16,20215.81
19825.45,19618.96,22251.15,21346.08,19618.96
21291.79,21191.95,22361.37,23193.64,21191.95
