6289248.88,6173263.07,6327579.71,6508608.01,6191751.17
6289349.93,6176811.12,6352678.81,6502562.77,6195719.07
6310956.15,6189666.29,6347138.49,6509617.96,6217912.94
6301004.95,6182673.89,6357064.71,6527258.21,6311309.5
6288195.56,6176005.64,6345034.02,6498240.01,6208585.03
6303173.02,6173540.26,6323625.45,6485218.57,6210897.28
6308243.31,6178518.66,6322724.33,6489871.52,6215298.19
6312865.91,6179154.0,6358929.49,6502447.83,6209372.69
6315925.64,6182463.3,6334521.79,6505409.02,6224545.25
6287731.44,6192541.79,6350081.74,6488543.22,6194384.96
6285916.73,6190508.42,6326229.97,6523984.43,6216879.22
6309855.96,6173154.13,6316119.12,6487890.51,6216310.87
6312678.46,6182035.11,6359245.67,6498082.58,6209339.96
6284375.12,6174990.47,6354195.06,6491878.16,6203415.24
6315483.61,6181522.68,6347498.71,6529886.2,6221949.68
6311811.01,6181777.76,6361443.11,6525448.23,6288052.31
6287075.01,6179124.34,6347389.42,6514875.45,6215718.11
6286426.49,6181688.05,6329943.92,6493694.04,6215348.19
6282125.45,6185438.75,6345094.58,6499758.14,6210580.64
6314050.09,6176025.01,6355773.97,6483401.27,6223449.96
