19843173934.29,19904602421.1,19849242555.66,20637555099.66,19831099781.39
19523850638.36,19594260207.37,19558464139.45,20312522252.04,19513078773.26
17874269071.19,17915244294.48,17895984913.65,18281586635.56,17858547590.26
15611479291.33,15625905245.2,15627434851.19,16364108108.97,15615572943.75
19940338646.91,19957632358.99,19949305123.8,20776468859.86,19948289455.32
19548172510.86,19561018277.73,19576596131.95,20305699009.34,19542220504.04
18014838177.74,18057436692.53,18050973645.14,18737629139.1,17982610241.51
17309586603.22,17352445541.22,17351880425.04,17868453213.48,17307563871.46
17718852849.01,17717425055.66,17760469386.77,18495443842.8,17707828458.79
18868209080.81,18907133097.54,18886047031.13,19615339192.28,18860351170.18
17235662050.87,17308204285.13,17250355487.92,17729240446.44,17227558392.4
16417558866.92,16516054571.29,16419507699.56,17252620062.22,16412710153.35
17100140637.24,17114408779.85,17101934626.49,17428429250.25,17085357507.5
15118280002.64,15090223411.43,15120115726.14,15865145651.32,15088913737.59
17226092298.18,17227687728.57,17214175165.97,18068193246.18,17197757640.58
18313174858.89,18363548386.87,18323123831.75,19115337122.43,18337229734.06
15330924337.14,15395198358.28,15334207130.93,16152232343.11,15319576835.14
16480127524.63,16548547303.28,16502729678.4,17186459320.38,16490433534.25
18946141490.45,18993611214.4,18951602391.02,19707032596.75,18928975753.09
16876955590.85,16870908286.04,16890121673.28,17606457845.63,16867685099.45
