3195920.49,3175482.56,3187721.15,3201238.31,3200105.2
3195400.9,3175540.63,3188926.1,3209233.53,3201265.47
3194433.01,3177219.11,3188660.84,3202012.77,3197657.2
3194697.2,3176164.33,3187735.94,3199594.36,3196290.9
3193760.94,3177381.88,3188169.79,3198774.4,3198388.51
3194939.99,3176523.38,3188000.42,3201707.6,3201098.73
3193424.93,3176546.31,3188365.99,3206730.86,3202126.2
3193823.08,3177662.67,3189682.75,3207700.08,3199913.49
3198509.15,3181687.4,3190989.94,3201291.41,3204179.03
3195538.21,3174890.75,3188556.65,3198883.58,3198100.87
3192224.08,3171155.34,3186804.12,3197772.86,3201573.49
3194549.72,3178161.45,3189514.46,3196456.68,3205728.91
3196634.87,3177182.07,3187640.77,3208167.16,3198608.43
3197845.51,3180223.34,3190312.98,3205602.88,3201316.74
3192561.42,3176739.5,3187244.36,3207430.03,3199973.32
3194168.32,3173470.16,3189658.6,3196509.93,3199103.65
3192355.89,3176278.51,3187356.78,3202154.1,3200030.03
3195593.1,3180916.95,3188542.64,3205388.92,3198115.54
3194528.66,3177709.83,3189513.2,3195170.53,3203106.22
3194105.51,3178040.41,3182666.0,3198916.45,3200476.63
