18783.66,18751.32,18865.14,19250.05,18753.98
18722.76,18679.54,18792.37,18916.73,18735.23
18923.76,18921.53,18879.8,19181.71,18965.21
18782.76,18699.68,18836.71,19115.06,18721.96
18677.41,18629.61,18811.22,19133.3,18642.7
18680.11,18679.16,18660.69,18918.83,18711.0
18697.49,18761.41,18883.34,18893.29,18790.01
18813.74,18818.12,18906.44,18982.58,18858.4
18636.21,18605.35,18768.93,18918.58,18611.51
18858.36,18845.94,18993.46,18989.03,18882.64
18938.05,18796.4,18991.35,19041.41,18837.3
18937.71,18855.86,18975.54,19083.57,18922.9
19000.3,18823.16,18931.96,19098.05,18946.67
18613.16,18574.75,18863.77,18912.57,18664.94
18957.01,18837.25,18907.55,19128.46,18851.59
18804.0,18806.81,18873.02,19019.37,18833.77
18900.4,18917.01,18948.36,19030.55,18875.4
18768.2,18721.54,18812.28,19144.46,18748.49
18496.51,18534.64,18688.25,19037.84,18432.91
18783.72,18717.87,18770.36,18919.0,18750.37
