847162.86,857511.65,847162.86,846847.56
847162.86,857511.65,847162.86,846847.56
847162.86,857511.65,847162.86,846847.56
847162.86,857511.65,847162.86,846847.56
847162.86,857511.65,847162.86,846847.56
847162.86,857511.65,847162.86,846847.56
847162.86,857511.65,847162.86,846847.56
847162.86,857511.65,847162.86,846847.56
847162.86,857511.65,847162.86,846847.56
847162.86,857511.65,847162.86,846847.56
847162.86,857511.65,847162.86,846847.56
847162.86,857511.65,847162.86,846847.56
847162.86,857511.65,847162.86,846847.56
847162.86,857511.65,847162.86,846847.56
847162.86,857511.65,847162.86,846847.56
847162.86,857511.65,847162.86,846847.56
847162.86,857511.65,847162.86,846847.56
847162.86,857511.65,847162.86,846847.56
847162.86,857511.65,847162.86,846847.56
847162.86,857511.65,847162.86,846847.56
