2283.59,2306.08,2353.41,2283.59
2283.59,2306.08,2353.41,2283.59
2283.59,2306.08,2353.41,2283.59
2283.59,2306.08,2353.41,2283.59
2283.59,2306.08,2353.41,2283.59
2283.59,2306.08,2353.41,2283.59
2283.59,2306.08,2353.41,2283.59
2283.59,2306.08,2353.41,2283.59
2283.59,2306.08,2353.41,2283.59
2283.59,2306.08,2353.41,2283.59
2283.59,2306.08,2353.41,2283.59
2283.59,2306.08,2353.41,2283.59
2283.59,2306.08,2353.41,2283.59
2283.59,2306.08,2353.41,2283.59
2283.59,2306.08,2353.41,2283.59
2283.59,2306.08,2353.41,2283.59
2283.59,2306.08,2353.41,2283.59
2283.59,2306.08,2353.41,2283.59
2283.59,2306.08,2353.41,2283.59
2283.59,2306.08,2353.41,2283.59
